#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_041222145.1	PRJNA1143028	SAMN42990711	na	na	72407	573	Klebsiella pneumoniae subsp. pneumoniae	strain=M7233093	na	latest	Complete Genome	Major	Full	2024-08-12	ASM4122214v1	University of Sao Paulo - Faculty of Pharmacy	GCF_041222145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/222/145/GCA_041222145.1_ASM4122214v1	na	na	na	haploid	bacteria	5750802	5750802	57.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-08-05	5775	5498	124	na
GCA_963854765.1	PRJEB70839	SAMEA114785895	na	na	573	573	Klebsiella pneumoniae	strain=KP4482023BGR	KP4482023	latest	Complete Genome	Major	Full	2023-12-15	KP4482023	ncipd	GCF_963854765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/854/765/GCA_963854765.1_KP4482023	na	na	na	haploid	bacteria	5905489	5905489	56.500000	7	7	7	ncipd	Annotation submitted by ncipd	2023-12-15	5789	5577	197	na
GCA_046620925.1	PRJNA1202881	SAMN45964972	na	na	573	573	Klebsiella pneumoniae	strain=LAhvKp230	na	latest	Complete Genome	Major	Full	2025-01-14	ASM4662092v1	National Yang Ming Chiao Tung University	GCF_046620925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/620/925/GCA_046620925.1_ASM4662092v1	na	na	na	haploid	bacteria	5609663	5609663	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-01-07	5423	5102	120	na
GCA_013423825.1	PRJNA645642	SAMN15511588	na	na	573	573	Klebsiella pneumoniae	strain=ZZW20	na	latest	Complete Genome	Major	Full	2020-07-19	ASM1342382v1	South China Agricultural University	GCF_013423825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/423/825/GCA_013423825.1_ASM1342382v1	na	na	na	haploid	bacteria	5724053	5724053	57.000000	7	7	7	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-07-13	5745	5529	124	33632538
GCA_029541865.1	PRJNA786075	SAMN23617025	na	na	573	573	Klebsiella pneumoniae	strain=KP059	na	latest	Complete Genome	Major	Full	2023-04-03	ASM2954186v1	Shanghai Ocean University	GCF_029541865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/541/865/GCA_029541865.1_ASM2954186v1	na	na	na	haploid	bacteria	5529141	5529141	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-12-16	5408	5175	126	na
GCA_024918435.1	PRJNA836696	SAMN28174030	na	na	573	573	Klebsiella pneumoniae	strain=ST15	na	latest	Complete Genome	Major	Full	2022-09-04	ASM2491843v1	University of Texas MD Anderson Cancer Center	GCF_024918435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/918/435/GCA_024918435.1_ASM2491843v1	na	na	na	haploid	bacteria	5374117	5374117	57.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-08-26	5205	4964	124	na
GCA_010183685.1	PRJNA534178	SAMN11479262	na	na	573	573	Klebsiella pneumoniae	strain=C2414	na	latest	Complete Genome	Major	Full	2020-02-05	ASM1018368v1	Peking University People's Hospital	GCF_010183685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/183/685/GCA_010183685.1_ASM1018368v1	na	na	na	haploid	bacteria	5835135	5835135	57.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-04-26	6015	5667	120	31911273
GCA_037094485.1	PRJNA1082224	SAMN40200543	na	na	573	573	Klebsiella pneumoniae	strain=KP15	na	latest	Complete Genome	Major	Full	2024-03-10	ASM3709448v1	Yangzhou University	GCF_037094485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/094/485/GCA_037094485.1_ASM3709448v1	na	na	na	haploid	bacteria	5936067	5936067	57.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-04	5979	5680	121	na
GCA_009684575.1	PRJNA509091	SAMN10537194	na	na	573	573	Klebsiella pneumoniae	strain=C789	na	latest	Complete Genome	Major	Full	2019-11-20	ASM968457v1	Peking University People's hospital	GCF_009684575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/684/575/GCA_009684575.1_ASM968457v1	na	na	na	haploid	bacteria	5834709	5834709	57.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-12-11	6003	5665	122	31713615
GCA_001709275.1	PRJNA296771	SAMN04448229	na	na	573	573	Klebsiella pneumoniae	na	11	latest	Complete Genome	Major	Full	2016-08-23	ASM170927v1	Centers for Disease Control and Prevention. Division of Healthcare Quality Promotion	GCF_001709275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/709/275/GCA_001709275.1_ASM170927v1	na	na	na	haploid	bacteria	5805603	5805603	57.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-08-16	5707	5492	125	na
GCA_901421965.1	PRJEB6403	SAMEA3345126	na	na	573	573	Klebsiella pneumoniae	strain=NCTC9171	na	latest	Complete Genome	Major	Full	2019-05-09	38015_G01	SC	GCF_901421965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/421/965/GCA_901421965.1_38015_G01	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	5159775	5159775	57.500000	1	1	1	SC	Annotation submitted by SC	2019-05-09	5488	5375	113	na
GCA_022438925.1	PRJNA658369	SAMN15868974	na	na	573	573	Klebsiella pneumoniae	strain=ARLG-3204	na	latest	Complete Genome	Major	Full	2022-03-02	ASM2243892v1	Hackensack-Meridian Health Center for Discovery and Innovation	GCF_022438925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/438/925/GCA_022438925.1_ASM2243892v1	from large multi-isolate project	na	na	haploid	bacteria	5727952	5727952	57.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-01-11	5609	5354	126	na
GCA_905232745.2	PRJEB42440	SAMEA7962783	na	na	573	573	Klebsiella pneumoniae	na	11	latest	Complete Genome	Major	Full	2022-05-24	AI2755v2_cp	CNAG-CRG	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/232/745/GCA_905232745.2_AI2755v2_cp	from large multi-isolate project	na	na	haploid	bacteria	5651413	5651413	57.000000	4	4	4	CNAG-CRG	Annotation submitted by CNAG-CRG	2022-05-22	5493	5343	0	na
GCA_019900345.2	PRJNA749302	SAMN20362511	na	na	573	573	Klebsiella pneumoniae	strain=MN-03	na	latest	Complete Genome	Major	Full	2022-08-04	ASM1990034v2	Iowa state University	GCF_019900345.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/900/345/GCA_019900345.2_ASM1990034v2	RefSeq annotation failed	na	na	haploid	bacteria	5467587	5467587	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-08-04	5352	5079	121	na
GCA_041765385.1	PRJNA1098507	SAMN40910434	na	na	573	573	Klebsiella pneumoniae	strain=KP_NORM_BLD_2254	na	latest	Complete Genome	Major	Full	2024-09-05	ASM4176538v1	Stavanger University Hospital	GCF_041765385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/765/385/GCA_041765385.1_ASM4176538v1	from large multi-isolate project	na	na	haploid	bacteria	5314968	5314968	57.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-04-26	5169	4959	124	na
GCA_046764185.2	PRJNA1202680	SAMN45963431	na	na	573	573	Klebsiella pneumoniae	strain=LAhvKp175-2007	na	latest	Complete Genome	Major	Full	2025-01-19	ASM4676418v1	National Yang Ming Chiao Tung University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/764/185/GCA_046764185.2_ASM4676418v1	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	5784054	5784054	57.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-03-17	5842	5323	118	na
GCA_005885775.1	PRJNA483246	SAMN11793565	na	na	72407	573	Klebsiella pneumoniae subsp. pneumoniae	strain=KpvST15_NDM	na	latest	Complete Genome	Major	Full	2019-05-29	ASM588577v1	Public Health England	GCF_005885775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/885/775/GCA_005885775.1_ASM588577v1	na	na	na	haploid	bacteria	5897213	5897213	57.000000	7	7	7	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-05-23	5842	5371	124	na
GCA_023703895.1	PRJNA646592	SAMN15547546	na	na	573	573	Klebsiella pneumoniae	strain=FF1083	na	latest	Complete Genome	Major	Full	2022-06-13	ASM2370389v1	Monash University	GCF_023703895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/703/895/GCA_023703895.1_ASM2370389v1	na	na	na	haploid	bacteria	5221796	5221796	57.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-06-30	5090	4889	122	35590448
GCA_013378235.1	PRJNA539891	SAMN11514674	na	na	573	573	Klebsiella pneumoniae	strain=19KM57	na	latest	Complete Genome	Major	Full	2020-07-01	ASM1337823v1	University of Bern	GCF_013378235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/378/235/GCA_013378235.1_ASM1337823v1	na	na	na	haploid	bacteria	5572414	5572414	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-05-01	5612	5340	124	na
GCA_022559785.1	PRJNA780373	SAMN23139063	na	na	573	573	Klebsiella pneumoniae	strain=57	na	latest	Complete Genome	Major	Full	2022-03-14	ASM2255978v1	Zhejiang University	GCF_022559785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/559/785/GCA_022559785.1_ASM2255978v1	na	na	na	haploid	bacteria	5697911	5697911	57.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-11-30	5616	5335	122	na
GCA_049354605.1	PRJNA1178099	SAMN44266199	na	na	573	573	Klebsiella pneumoniae	strain=BG5053	na	latest	Complete Genome	Major	Full	2025-04-08	5053	National Center of Infectious and Parasitic Diseases	GCF_049354605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/354/605/GCA_049354605.1_5053	na	na	na	haploid	bacteria	5726695	5726695	57.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-04-01	5664	5386	118	na
GCA_012965405.1	PRJNA625837	SAMN14609930	na	na	573	573	Klebsiella pneumoniae	strain=E16KP0210	na	latest	Complete Genome	Major	Full	2020-05-04	ASM1296540v1	Yonsei University College of medicine	GCF_012965405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/965/405/GCA_012965405.1_ASM1296540v1	from large multi-isolate project	na	na	haploid	bacteria	5557677	5557677	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-04-27	5550	5324	129	na
GCA_025232435.1	PRJNA850540	SAMN29187369	na	na	573	573	Klebsiella pneumoniae	strain=806883-10-2019	na	latest	Complete Genome	Major	Full	2022-09-16	ASM2523243v1	University of Bern	GCF_025232435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/232/435/GCA_025232435.1_ASM2523243v1	na	na	na	haploid	bacteria	5776450	5776450	57.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-23	5626	5373	121	na
GCA_015774895.1	PRJNA681357	SAMN16951197	na	na	573	573	Klebsiella pneumoniae	strain=ZG2017CW 1-1-1	na	latest	Complete Genome	Major	Full	2020-12-07	ASM1577489v1	College of Veterinary Medicine,Northwest A&F University	GCF_015774895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/774/895/GCA_015774895.1_ASM1577489v1	na	na	na	haploid	bacteria	5463288	5463288	57.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-11-30	5352	5132	123	na
GCA_022492855.1	PRJNA809903	SAMN26209581	na	na	573	573	Klebsiella pneumoniae	strain=bat17	na	latest	Complete Genome	Major	Full	2022-03-07	ASM2249285v1	Policlinico Sant'Orsola-Malpighi	GCF_022492855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/492/855/GCA_022492855.1_ASM2249285v1	na	na	na	haploid	bacteria	5846862	5846862	57.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-25	5823	5457	124	na
GCA_026626105.1	PRJNA904099	SAMN31836844	na	na	573	573	Klebsiella pneumoniae	strain=SYCC2	na	latest	Complete Genome	Major	Full	2022-12-04	ASM2662610v1	Yangzhou univeristy	GCF_026626105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/626/105/GCA_026626105.1_ASM2662610v1	na	na	na	haploid	bacteria	5836871	5836871	56.500000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-11-28	5766	5478	124	na
GCA_043571095.1	PRJNA1170058	SAMN44091243	na	na	573	573	Klebsiella pneumoniae	strain=KH268-R1	na	latest	Complete Genome	Major	Full	2024-10-21	ASM4357109v1	Fujian medical university union hospital	GCF_043571095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/571/095/GCA_043571095.1_ASM4357109v1	na	na	na	haploid	bacteria	5711628	5711628	57.500000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-10-15	5736	5484	121	na
GCA_041861125.1	PRJNA835677	SAMN28626228	na	na	573	573	Klebsiella pneumoniae	strain=Kpn113	na	latest	Complete Genome	Major	Full	2024-09-07	ASM4186112v1	Norwegian Veterinary Institute	GCF_041861125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/861/125/GCA_041861125.1_ASM4186112v1	na	na	na	haploid	bacteria	5599046	5599046	57.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-04-26	5509	5227	127	na
GCA_049177085.1	PRJNA1238021	SAMN47447638	na	na	573	573	Klebsiella pneumoniae	strain=ETFK5283	na	latest	Complete Genome	Major	Full	2025-03-30	ASM4917708v1	Zhejiang Chinese Medical University	GCF_049177085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/177/085/GCA_049177085.1_ASM4917708v1	na	na	na	haploid	bacteria	5430338	5430338	57.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-03-24	5359	5111	125	na
GCA_026167625.1	PRJNA804391	SAMN25749320	na	na	573	573	Klebsiella pneumoniae	strain=P1-1	na	latest	Complete Genome	Major	Full	2022-11-14	ASM2616762v1	Zhejiang University	GCF_026167625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/167/625/GCA_026167625.1_ASM2616762v1	na	na	na	haploid	bacteria	5432744	5432744	57.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-09	5283	5024	121	36265800
GCA_964198845.1	PRJEB76496	SAMEA115720009	na	na	573	573	Klebsiella pneumoniae	strain=Zagreb006	Zagreb006	latest	Complete Genome	Major	Full	2024-07-13	Zagreb006_hybrid_assembly.fa.gz	Universitaetsklinikum Freiburg	GCF_964198845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/198/845/GCA_964198845.1_Zagreb006_hybrid_assembly.fa.gz	na	na	na	haploid	bacteria	5763611	5763611	57.000000	5	5	5	na	na		0	0	0	na
GCA_041926735.1	PRJNA1098507	SAMN40910505	na	na	573	573	Klebsiella pneumoniae	strain=KP_NORM_URN_57002	na	latest	Complete Genome	Major	Full	2024-09-14	ASM4192673v1	Stavanger University Hospital	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/926/735/GCA_041926735.1_ASM4192673v1	from large multi-isolate project	na	na	haploid	bacteria	5354792	5354792	57.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-04-26	5201	4970	123	na
GCA_002192375.1	PRJNA292902	SAMN04014979	na	na	573	573	Klebsiella pneumoniae	strain=AR_0138	na	latest	Complete Genome	Major	Full	2017-06-13	ASM219237v1	Centers for Disease Control and Prevention	GCF_002192375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/375/GCA_002192375.1_ASM219237v1	na	na	na	haploid	bacteria	5708112	5708112	57.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-04-20	5758	5477	124	na
GCA_011106605.1	PRJNA528846	SAMN11246289	na	na	573	573	Klebsiella pneumoniae	strain=KPC160121	na	latest	Complete Genome	Major	Full	2020-03-10	ASM1110660v1	Chung Shan Medical University	GCF_011106605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/106/605/GCA_011106605.1_ASM1110660v1	na	na	na	haploid	bacteria	5778064	5778064	57.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-05-03	5870	5601	124	na
GCA_012962465.1	PRJNA625837	SAMN14609934	na	na	573	573	Klebsiella pneumoniae	strain=E16KP0235	na	latest	Complete Genome	Major	Full	2020-05-04	ASM1296246v1	Yonsei University College of medicine	GCF_012962465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/962/465/GCA_012962465.1_ASM1296246v1	contaminated; from large multi-isolate project	na	na	haploid	bacteria	5438204	5438204	57.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-04-27	5436	5202	126	na
GCA_904863355.1	PRJNA646837	SAMEA3357060	na	na	573	573	Klebsiella pneumoniae	na	INF148-sc-2279987	latest	Complete Genome	Major	Full	2020-11-01	INF148	Monash University	GCF_904863355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/863/355/GCA_904863355.1_INF148	na	na	na	haploid	bacteria	5467726	5467726	57.500000	3	3	3	na	na		0	0	0	na
GCA_050811875.1	PRJNA1152235	SAMN43766670	na	na	573	573	Klebsiella pneumoniae	strain=K67189	na	latest	Complete Genome	Major	Full	2025-06-06	ASM5081187v1	China-Japan Friendship Hospital	GCF_050811875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/811/875/GCA_050811875.1_ASM5081187v1	na	na	na	haploid	bacteria	5756712	5756712	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-09-17	5829	5563	123	na
GCA_041765135.1	PRJNA1098507	SAMN40910498	na	na	573	573	Klebsiella pneumoniae	strain=KP_NORM_URN_2015_109056	na	latest	Complete Genome	Major	Full	2024-09-05	ASM4176513v1	Stavanger University Hospital	GCF_041765135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/765/135/GCA_041765135.1_ASM4176513v1	from large multi-isolate project	na	na	haploid	bacteria	5294573	5294573	57.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-04-26	5175	4943	123	na
GCA_012965545.1	PRJNA625837	SAMN14609919	na	na	573	573	Klebsiella pneumoniae	strain=E16KP0017	na	latest	Complete Genome	Major	Full	2020-05-04	ASM1296554v1	Yonsei University College of medicine	GCF_012965545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/965/545/GCA_012965545.1_ASM1296554v1	from large multi-isolate project	na	na	haploid	bacteria	5486921	5486921	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-04-27	5421	5208	124	na
GCA_027126715.1	PRJNA263680	SAMN23708555	na	na	573	573	Klebsiella pneumoniae	strain=KP6870155	na	latest	Complete Genome	Major	Full	2022-12-19	ASM2712671v1	Macquarie University	GCF_027126715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/126/715/GCA_027126715.1_ASM2712671v1	na	na	na	haploid	bacteria	5554356	5554356	57.500000	6	6	6	Macquarie University	Annotation submitted by Macquarie University	2022-12-19	5333	5218	115	na
GCA_019317025.1	PRJNA745012	SAMN20130504	na	na	72407	573	Klebsiella pneumoniae subsp. pneumoniae	strain=WRC15_AI1547PC	na	latest	Complete Genome	Major	Full	2021-07-22	ASM1931702v1	Christian Medical College	GCF_019317025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/317/025/GCA_019317025.1_ASM1931702v1	na	na	na	haploid	bacteria	5593370	5593370	57.000000	11	11	11	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-07-15	5471	5223	124	na
GCA_023374225.1	PRJNA830444	SAMN27722574	na	na	573	573	Klebsiella pneumoniae	strain=12	na	latest	Complete Genome	Major	Full	2022-05-16	ASM2337422v1	Walter Reed Army Institute of Research	GCF_023374225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/374/225/GCA_023374225.1_ASM2337422v1	na	na	na	haploid	bacteria	5554885	5554885	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-05-10	5390	5118	120	na
GCA_026254465.1	PRJNA646837	SAMEA3357277	na	na	573	573	Klebsiella pneumoniae	strain=INF281	na	latest	Complete Genome	Major	Full	2022-11-21	ASM2625446v1	Monash University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/254/465/GCA_026254465.1_ASM2625446v1	from large multi-isolate project	na	na	haploid	bacteria	6129904	6129904	56.500000	9	9	9	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-11-03	6115	5832	129	na
