#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_003717435.1	PRJNA474465	SAMN09320513	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=311189_208103	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371743v1	LNCC	GCF_003717435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/435/GCA_003717435.1_ASM371743v1	na	na	na	haploid	bacteria	4783092	4783092	52.000000	1	1	1	LNCC	Annotation submitted by LNCC	2018-11-07	4313	4210	102	na
GCA_940596495.1	PRJEB52538	SAMEA14291307	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=BRD948	na	latest	Complete Genome	Major	Full	2022-05-11	BRD948_LAT2	Quadram Institute Bioscience	GCF_940596495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/940/596/495/GCA_940596495.1_BRD948_LAT2	na	na	na	haploid	bacteria	4783830	4783830	52.000000	1	1	1	na	na		0	0	0	na
GCA_003718475.1	PRJNA474465	SAMN09320572	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343078_203125	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371847v1	LNCC	GCF_003718475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/718/475/GCA_003718475.1_ASM371847v1	na	na	na	haploid	bacteria	4908524	4908524	52.000000	2	2	2	LNCC	Annotation submitted by LNCC	2018-11-07	4460	4357	101	na
GCA_001302605.1	PRJNA286155	SAMN03765654	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=PM016/13	na	latest	Complete Genome	Major	Full	2015-09-29	ASM130260v1	Universiti Sains Malaysia	GCF_001302605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/605/GCA_001302605.1_ASM130260v1	na	na	na	haploid	bacteria	4793553	4793553	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2015-07-14	4737	4460	108	26564032
GCA_003717635.1	PRJNA474465	SAMN09320563	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343077_255118	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371763v1	LNCC	GCF_003717635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/635/GCA_003717635.1_ASM371763v1	na	na	na	haploid	bacteria	4774500	4774500	52.000000	1	1	1	LNCC	Annotation submitted by LNCC	2018-11-07	4315	4219	96	na
GCA_003718035.1	PRJNA474465	SAMN09320543	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343076_202113	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371803v1	LNCC	GCF_003718035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/718/035/GCA_003718035.1_ASM371803v1	na	na	na	haploid	bacteria	4905975	4905975	52.000000	2	2	2	LNCC	Annotation submitted by LNCC	2018-11-07	4449	4348	98	na
GCA_030254805.1	PRJNA935358	SAMN33313067	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=314-2017_CO_03	na	latest	Complete Genome	Major	Full	2023-06-12	ASM3025480v1	University of Maryland School of Medicine, Institute for Genome Sciences	GCF_030254805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/254/805/GCA_030254805.1_ASM3025480v1	na	na	na	haploid	bacteria	4782091	4782091	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-03-23	4701	4274	114	na
GCA_003717955.1	PRJNA474465	SAMN09320547	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343076_241106	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371795v1	LNCC	GCF_003717955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/955/GCA_003717955.1_ASM371795v1	na	na	na	haploid	bacteria	4775702	4775702	52.000000	1	1	1	LNCC	Annotation submitted by LNCC	2018-11-07	4321	4219	102	na
GCA_001173525.2	PRJEB3215	SAMEA2158835	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=MDUST348	na	latest	Complete Genome	Major	Full	2021-11-01	10493_1#75	Wellcome Sanger Institute	GCF_001173525.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/173/525/GCA_001173525.2_10493_1_75	na	na	na	haploid	bacteria	4793333	4793333	52.000000	1	1	1	Wellcome Sanger Institute	Annotation submitted by Wellcome Sanger Institute	2021-11-01	4735	4632	103	na
GCA_900205295.1	PRJEB5919	SAMEA2467787	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	na	E98_3139-sc-1927833	latest	Complete Genome	Major	Full	2017-08-04	E98-3139	SC	GCF_900205295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/205/295/GCA_900205295.1_E98-3139	na	na	na	haploid	bacteria	4618754	4618754	52.000000	1	1	1	na	na		0	0	0	na
GCA_003718275.1	PRJNA474465	SAMN09320531	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=311189_224186	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371827v1	LNCC	GCF_003718275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/718/275/GCA_003718275.1_ASM371827v1	na	na	na	haploid	bacteria	4999748	4999748	52.000000	2	2	2	LNCC	Annotation submitted by LNCC	2018-11-07	4539	4438	101	na
GCA_020715365.1	PRJNA773208	SAMN22446303	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=Entei	na	latest	Complete Genome	Major	Full	2021-11-02	ASM2071536v1	National Chung Cheng University	GCF_020715365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/715/365/GCA_020715365.1_ASM2071536v1	na	na	na	haploid	bacteria	4790278	4790278	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-10-26	4715	4282	111	na
GCA_003719235.1	PRJNA474465	SAMN09320508	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=311189_203186	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371923v1	LNCC	GCF_003719235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/719/235/GCA_003719235.1_ASM371923v1	na	na	na	haploid	bacteria	5003407	5003407	52.000000	2	2	2	LNCC	Annotation submitted by LNCC	2018-11-07	4545	4446	99	na
GCA_028747905.1	PRJNA910287	SAMN32935253	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=S1	na	latest	Complete Genome	Major	Full	2023-02-21	ASM2874790v1	The University of Hong Kong	GCF_028747905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/747/905/GCA_028747905.1_ASM2874790v1	na	na	na	haploid	bacteria	4780817	4780817	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-06	4704	4280	109	na
GCA_900205275.1	PRJEB5919	SAMEA2564027	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	na	403Ty-sc-1979084	latest	Complete Genome	Major	Full	2017-08-04	403Ty	SC	GCF_900205275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/205/275/GCA_900205275.1_403Ty	na	na	na	haploid	bacteria	4676595	4676595	52.000000	1	1	1	na	na		0	0	0	na
GCA_003717695.1	PRJNA474465	SAMN09320560	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343077_215174	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371769v1	LNCC	GCF_003717695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/695/GCA_003717695.1_ASM371769v1	na	na	na	haploid	bacteria	4877556	4877556	52.000000	2	2	2	LNCC	Annotation submitted by LNCC	2018-11-07	4395	4293	102	na
GCA_003718535.1	PRJNA474465	SAMN09320569	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343077_286126	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371853v1	LNCC	GCF_003718535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/718/535/GCA_003718535.1_ASM371853v1	na	na	na	haploid	bacteria	4904334	4904334	52.000000	2	2	2	LNCC	Annotation submitted by LNCC	2018-11-07	4456	4353	100	na
GCA_003718495.1	PRJNA474465	SAMN09320571	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343078_201101	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371849v1	LNCC	GCF_003718495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/718/495/GCA_003718495.1_ASM371849v1	na	na	na	haploid	bacteria	4782235	4782235	52.000000	1	1	1	LNCC	Annotation submitted by LNCC	2018-11-07	4312	4210	102	na
GCA_001157245.2	PRJEB3215	SAMEA2072789	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=ERL12148	na	latest	Complete Genome	Major	Full	2017-06-13	ERL12148	SC	GCF_001157245.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/157/245/GCA_001157245.2_ERL12148	RefSeq annotation failed	na	na	haploid	bacteria	4915408	4915408	52.000000	2	2	2	na	na		0	0	0	na
GCA_003718175.1	PRJNA474465	SAMN09320536	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=311189_255186	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371817v1	LNCC	GCF_003718175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/718/175/GCA_003718175.1_ASM371817v1	na	na	na	haploid	bacteria	4808675	4808675	52.000000	1	1	1	LNCC	Annotation submitted by LNCC	2018-11-07	4346	4238	105	na
GCA_051903965.1	PRJNA1266409	SAMN48678141	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=IPA_Ty_10_313	na	latest	Complete Genome	Major	Full	2025-08-09	ASM5190396v1	Institut Pasteur, Universite Paris Cite	GCF_051903965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/903/965/GCA_051903965.1_ASM5190396v1	na	na	na	haploid	bacteria	4975265	4975265	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-05-23	4948	4499	110	na
GCA_001362335.2	PRJEB3215	SAMEA2072934	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=SGB82	na	latest	Complete Genome	Major	Full	2017-08-04	Ty2	SC	GCF_001362335.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/335/GCA_001362335.2_Ty2	RefSeq annotation failed	na	na	haploid	bacteria	4772283	4772283	52.000000	1	1	1	na	na		0	0	0	na
GCA_030254685.1	PRJNA935358	SAMN33313061	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=2027-2019_CI	na	latest	Complete Genome	Major	Full	2023-06-12	ASM3025468v1	University of Maryland School of Medicine, Institute for Genome Sciences	GCF_030254685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/254/685/GCA_030254685.1_ASM3025468v1	na	na	na	haploid	bacteria	4780244	4780244	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-03-23	4718	4296	112	na
GCA_004136335.1	PRJNA480202	SAMN09630442	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=LXYSH	na	latest	Complete Genome	Major	Full	2019-02-04	ASM413633v1	Institute of Microbiology	GCF_004136335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/136/335/GCA_004136335.1_ASM413633v1	na	na	na	haploid	bacteria	4780894	4780894	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-07-12	4978	4545	110	na
GCA_003717795.1	PRJNA474465	SAMN09320555	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343077_212138	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371779v1	LNCC	GCF_003717795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/795/GCA_003717795.1_ASM371779v1	na	na	na	haploid	bacteria	4774558	4774558	52.000000	1	1	1	LNCC	Annotation submitted by LNCC	2018-11-07	4319	4219	100	na
GCA_042191485.1	PRJNA685917	SAMN17100628	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=B666	na	latest	Complete Genome	Major	Full	2024-09-24	FIJI_B666	University of Melbourne	GCF_042191485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/191/485/GCA_042191485.1_FIJI_B666	na	na	na	haploid	bacteria	4782168	4782168	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-12-21	4678	4304	111	na
GCA_003717855.1	PRJNA474465	SAMN09320552	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343076_269157	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371785v1	LNCC	GCF_003717855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/855/GCA_003717855.1_ASM371785v1	na	na	na	haploid	bacteria	4791108	4791108	52.000000	1	1	1	LNCC	Annotation submitted by LNCC	2018-11-07	4332	4232	100	na
GCA_003717285.1	PRJNA474465	SAMN09320517	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=311189_211186	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371728v1	LNCC	GCF_003717285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/285/GCA_003717285.1_ASM371728v1	na	na	na	haploid	bacteria	4786194	4786194	52.000000	1	1	1	LNCC	Annotation submitted by LNCC	2018-11-07	4316	4214	102	na
GCA_003717475.1	PRJNA474465	SAMN09320511	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=311189_206186	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371747v1	LNCC	GCF_003717475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/475/GCA_003717475.1_ASM371747v1	na	na	na	haploid	bacteria	5002279	5002279	52.000000	2	2	2	LNCC	Annotation submitted by LNCC	2018-11-07	4545	4444	101	na
GCA_003718395.1	PRJNA474465	SAMN09320576	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343078_251131	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371839v1	LNCC	GCF_003718395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/718/395/GCA_003718395.1_ASM371839v1	na	na	na	haploid	bacteria	4906452	4906452	52.000000	2	2	2	LNCC	Annotation submitted by LNCC	2018-11-07	4463	4360	100	na
GCA_001240865.2	PRJEB3215	SAMEA2155565	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=ty3-193	na	latest	Complete Genome	Major	Full	2017-08-04	Ty3_193	SC	GCF_001240865.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/240/865/GCA_001240865.2_Ty3_193	RefSeq annotation failed	na	na	haploid	bacteria	5091925	5091925	52.000000	3	3	3	na	na		0	0	0	na
GCA_051903955.1	PRJNA1266409	SAMN48678142	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=05-8683	na	latest	Complete Genome	Major	Full	2025-08-09	ASM5190395v1	Institut Pasteur, Universite Paris Cite	GCF_051903955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/903/955/GCA_051903955.1_ASM5190395v1	na	na	na	haploid	bacteria	4880464	4880464	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-05-23	4863	4397	110	na
GCA_003718315.1	PRJNA474465	SAMN09320529	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=311189_222186	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371831v1	LNCC	GCF_003718315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/718/315/GCA_003718315.1_ASM371831v1	na	na	na	haploid	bacteria	4842715	4842715	52.000000	1	1	1	LNCC	Annotation submitted by LNCC	2018-11-07	4392	4294	98	na
GCA_003718555.1	PRJNA474465	SAMN09320568	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=343077_285138	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371855v1	LNCC	GCF_003718555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/718/555/GCA_003718555.1_ASM371855v1	na	na	na	haploid	bacteria	4907634	4907634	52.000000	2	2	2	LNCC	Annotation submitted by LNCC	2018-11-07	4457	4352	102	na
GCA_000385905.1	PRJNA34855	SAMN02603210	na	na	527001	28901	Salmonella enterica subsp. enterica serovar Typhi str. Ty21a	strain=Ty21a	na	latest	Complete Genome	Major	Full	2013-05-01	ASM38590v1	Division of Bacterial, Parasitic and Allergenic Products, LESTD, FDA-CBER, USA	GCF_000385905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/905/GCA_000385905.1_ASM38590v1	na	na	na	haploid	bacteria	4791958	4791958	52.000000	1	1	1	Division of Bacterial, Parasitic and Allergenic Products, LESTD, FDA-CBER, USA	Annotation submitted by Division of Bacterial, Parasitic and Allergenic Products, LESTD, FDA-CBER, USA	2014-01-30	4609	4509	100	23969054
GCA_001118185.2	PRJEB3215	SAMEA2150110	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=H12ESR00394-001A	na	latest	Complete Genome	Major	Full	2017-08-04	H12ESR00394-001A	SC	GCF_001118185.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/118/185/GCA_001118185.2_H12ESR00394-001A	RefSeq annotation failed	na	na	haploid	bacteria	4781466	4781466	52.000000	1	1	1	na	na		0	0	0	na
GCA_028747825.1	PRJNA910287	SAMN32935257	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=S6	na	latest	Complete Genome	Major	Full	2023-02-21	ASM2874782v1	The University of Hong Kong	GCF_028747825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/747/825/GCA_028747825.1_ASM2874782v1	na	na	na	haploid	bacteria	4777665	4777665	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-07	4701	4275	110	na
GCA_041892465.1	PRJEB62461	SAMN43446436	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=154_NSRL	na	latest	Complete Genome	Major	Full	2024-09-10	154_NSRL	CHRISTIAN MEDICAL COLLEGE	GCF_041892465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/892/465/GCA_041892465.1_154_NSRL	na	na	na	haploid	bacteria	5004818	5004818	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-09-04	4995	4539	111	na
GCA_001165785.2	PRJEB3215	SAMEA2072495	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=ERL024919	na	latest	Complete Genome	Major	Full	2017-08-04	ERL024919	SC	GCF_001165785.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/165/785/GCA_001165785.2_ERL024919	RefSeq annotation failed	na	na	haploid	bacteria	4781022	4781022	52.000000	1	1	1	na	na		0	0	0	na
GCA_019645915.1	PRJNA753482	SAMN20695325	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=ISP2825	na	latest	Complete Genome	Major	Full	2021-08-17	ASM1964591v1	Cornell University	GCF_019645915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/645/915/GCA_019645915.1_ASM1964591v1	na	na	na	haploid	bacteria	4774014	4774014	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-08-11	4688	4310	111	na
GCA_001364695.2	PRJEB3215	SAMEA2149950	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=ty3-243	na	latest	Complete Genome	Major	Full	2017-08-04	Ty3_243	SC	GCF_001364695.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/364/695/GCA_001364695.2_Ty3_243	RefSeq annotation failed	na	na	haploid	bacteria	4879351	4879351	52.000000	2	2	2	na	na		0	0	0	na
GCA_003717355.1	PRJNA474465	SAMN09320516	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=311189_210186	na	latest	Complete Genome	Major	Full	2018-11-07	ASM371735v1	LNCC	GCF_003717355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/355/GCA_003717355.1_ASM371735v1	na	na	na	haploid	bacteria	5004332	5004332	52.000000	2	2	2	LNCC	Annotation submitted by LNCC	2018-11-07	4541	4441	100	na
GCA_028891365.1	PRJNA910287	SAMN33346708	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=S7	na	latest	Complete Genome	Major	Full	2023-03-01	ASM2889136v1	The University of Hong Kong	GCF_028891365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/891/365/GCA_028891365.1_ASM2889136v1	na	na	na	haploid	bacteria	4780792	4780792	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-23	4702	4278	117	na
GCA_044999545.1	PRJEB62461	SAMN44486294	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=2CTRGujarat	na	latest	Complete Genome	Major	Full	2024-11-18	ASM4499954v1	CHRISTIAN MEDICAL COLLEGE	GCF_044999545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/999/545/GCA_044999545.1_ASM4499954v1	na	na	na	haploid	bacteria	5058325	5058325	52.000000	16	16	16	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-11-05	5020	4503	109	na
GCA_001361075.2	PRJEB3215	SAMEA2059020	na	na	90370	28901	Salmonella enterica subsp. enterica serovar Typhi	strain=TY585	na	latest	Complete Genome	Major	Full	2017-08-04	Ty585	SC	GCF_001361075.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/361/075/GCA_001361075.2_Ty585	RefSeq annotation failed	na	na	haploid	bacteria	4902553	4902553	52.000000	2	2	2	na	na		0	0	0	na
