#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_002886105.1	PRJNA420390	SAMN08111057	na	na	2057026	2057026	Enterobacter sp. EA-1	strain=EA-1	na	latest	Complete Genome	Major	Full	2018-01-17	ASM288610v1	Singapore Centre for Environmental Life Sciences Engineering	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/886/105/GCA_002886105.1_ASM288610v1	unverified source organism; many frameshifted proteins	na	na	haploid	bacteria	5145523	5145523	54.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-12-19	5328	1052	111	na
GCA_002903045.1	PRJNA430813	SAMN06040391	na	na	1920109	1920109	Enterobacteriaceae bacterium ENNIH2	strain=ENNIH2	na	latest	Complete Genome	Major	Full	2018-01-29	ASM290304v1	NIH	GCF_002903045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/045/GCA_002903045.1_ASM290304v1	genus undefined	na	na	haploid	bacteria	6262406	6262406	53.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-01-22	6243	5934	119	na
GCA_002903065.1	PRJNA430813	SAMN06040390	na	na	2066051	2066051	Enterobacteriaceae bacterium ENNIH1	strain=ENNIH1	na	latest	Complete Genome	Major	Full	2018-01-29	ASM290306v1	NIH	GCF_002903065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/065/GCA_002903065.1_ASM290306v1	genus undefined	na	na	haploid	bacteria	5666332	5666332	52.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-01-22	5640	5271	115	na
GCA_002903085.1	PRJNA430813	SAMN06040429	na	na	1920128	1920128	Enterobacteriaceae bacterium ENNIH3	strain=ENNIH3	na	latest	Complete Genome	Major	Full	2018-01-29	ASM290308v1	NIH	GCF_002903085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/085/GCA_002903085.1_ASM290308v1	genus undefined	na	na	haploid	bacteria	6079128	6079128	53.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-01-22	6045	5736	120	na
GCA_002952735.2	PRJNA388547	SAMN08103213	na	na	2836161	2836161	Enterobacter sp. SGAir0187	strain=SGAir0187	na	latest	Complete Genome	Major	Full	2018-12-11	ASM295273v2	Nanyang Technological University	GCF_002952735.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/735/GCA_002952735.2_ASM295273v2	na	na	na	haploid	bacteria	4826853	4826853	55.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-12-04	4627	4415	116	29724826
GCA_003063705.1	PRJNA417339	SAMN07982887	na	na	2052938	2052938	Enterobacteriaceae bacterium S05	strain=S05	na	latest	Complete Genome	Major	Full	2018-04-23	ASM306370v1	Hokkaido University	GCF_003063705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/063/705/GCA_003063705.1_ASM306370v1	genus undefined	na	na	haploid	bacteria	5157054	5157054	58.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-11-08	5128	4783	120	na
GCA_003530165.1	PRJNA182589	SAMN03379850	na	na	1265478	1265478	Enterobacteriaceae bacterium bta3-1	strain=bta3-1	na	latest	Complete Genome	Major	Full	2015-03-04	ASM353016v1	Yale University	GCF_003530165.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/530/165/GCA_003530165.1_ASM353016v1	genus undefined	na	na	haploid	bacteria	4763672	4763672	48.500000	1	1	1	Yale University	Annotation submitted by Yale University	2016-06-21	4374	4281	92	27284146
GCA_004006055.1	PRJNA511479	SAMN10638715	na	na	2500132	2500132	Enterobacter sp. N18-03635	strain=N18-03635	na	latest	Complete Genome	Major	Full	2019-01-09	ASM400605v1	Public Health Agency of Canada	GCF_004006055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/006/055/GCA_004006055.1_ASM400605v1	na	na	na	haploid	bacteria	4687155	4687155	55.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-12-31	4530	4335	119	31725164
GCA_007035975.1	PRJDB8163	SAMD00166969	na	na	2565914	2565914	Enterobacter sp. 18A13	strain=18A13	na	latest	Complete Genome	Major	Full	2019-05-14	ASM703597v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_007035975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/035/975/GCA_007035975.1_ASM703597v1	na	na	na	haploid	bacteria	4811855	4811855	55.500000	3	3	3	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2019-05-30	4610	4508	102	na
GCA_008271405.2	PRJNA562627	SAMN12646121	na	na	1848517	1848517	Enterobacter sp. LU1	strain=LU1	na	latest	Complete Genome	Major	Full	2020-04-02	ASM827140v2	University of Life Sciences in Lublin	GCF_008271405.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/271/405/GCA_008271405.2_ASM827140v2	na	na	na	haploid	bacteria	4636526	4636526	55.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-03-31	4425	4283	114	na
GCA_008931465.1	PRJNA550014	SAMN12289293	na	na	2596949	2596949	Enterobacter sp. E76	strain=E76	na	latest	Complete Genome	Major	Full	2019-10-09	ASM893146v1	University of Oxford	GCF_008931465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/931/465/GCA_008931465.1_ASM893146v1	unverified source organism	na	na	haploid	bacteria	5247979	5247979	55.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-08-02	5143	4892	115	na
GCA_009811935.2	PRJNA558971	SAMN12505038	na	na	2601729	2601729	Enterobacter sp. SM3	strain=SM3	na	latest	Complete Genome	Major	Full	2025-04-10	SM3_v6	Genomics, Millennium Nucleus in the Biology of the Intestinal Microbiota	GCF_009811935.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/811/935/GCA_009811935.2_SM3_v6	na	na	na	haploid	bacteria	4870618	4870618	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-10-17	4562	4404	113	na
GCA_010692925.1	PRJNA604930	SAMN14002398	na	na	2707174	2707174	Enterobacter sp. T2	strain=T2	na	latest	Complete Genome	Major	Full	2020-02-18	ASM1069292v1	Sun Yat-Sen University	GCF_010692925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/692/925/GCA_010692925.1_ASM1069292v1	na	na	na	haploid	bacteria	4875820	4875820	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-02-11	4644	4427	118	na
GCA_011064805.1	PRJNA414258	SAMN07783772	na	na	2045202	2045202	Enterobacteriaceae bacterium A-F18	strain=A-F18	na	latest	Complete Genome	Major	Full	2020-03-05	ASM1106480v1	Peking university people's hospital	GCF_011064805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/064/805/GCA_011064805.1_ASM1106480v1	genus undefined	na	na	haploid	bacteria	5859715	5859715	53.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-01-16	5763	5270	123	na
GCA_012562765.1	PRJNA587602	SAMN13256168	na	reference genome	2675795	2675795	Enterobacteriaceae endosymbiont of Plateumaris pusilla	na	PpusSym	latest	Complete Genome	Major	Full	2020-04-20	ASM1256276v1	Johannes Gutenberg University Mainz	GCF_012562765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/562/765/GCA_012562765.1_ASM1256276v1	na	na	na	haploid	bacteria	519975	519975	20.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-11-20	492	448	40	na
GCA_012571345.1	PRJNA587602	SAMN13256172	na	reference genome	2675791	2675791	Enterobacteriaceae endosymbiont of Macroplea mutica	na	MmutSym	latest	Complete Genome	Major	Full	2020-04-20	ASM1257134v1	Johannes Gutenberg University Mainz	GCF_012571345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/571/345/GCA_012571345.1_ASM1257134v1	na	na	na	haploid	bacteria	474063	474063	23.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-11-20	455	413	40	na
GCA_013375955.1	PRJNA640151	SAMN15299118	na	na	2747372	2747372	Enterobacter sp. DSM 30060	strain=DSM 30060	na	latest	Complete Genome	Major	Full	2020-06-29	ASM1337595v1	EPFL	GCF_013375955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/375/955/GCA_013375955.1_ASM1337595v1	na	na	na	haploid	bacteria	4810361	4810361	55.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-23	4619	4409	121	na
GCA_013457415.1	PRJNA579425	SAMN13111521	na	na	2662179	2662179	Enterobacteriaceae bacterium Kacie_13	strain=Kacie_13	na	latest	Complete Genome	Major	Full	2020-07-22	ASM1345741v1	Western Carolina University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/457/415/GCA_013457415.1_ASM1345741v1	unverified source organism; genus undefined	na	na	haploid	bacteria	5316010	5316010	52.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-10-30	4867	4668	110	na
GCA_013615235.1	PRJNA605147	SAMN15148757	na	na	2742673	2742673	Enterobacter sp. RHBSTW-00975	strain=RHBSTW-00975	na	latest	Complete Genome	Major	Full	2020-07-24	ASM1361523v1	The REHAB Consortium	GCF_013615235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/615/235/GCA_013615235.1_ASM1361523v1	na	na	na	haploid	bacteria	4987558	4987558	54.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-19	4866	4659	119	34609275
GCA_013749735.1	PRJNA605147	SAMN15148606	na	na	2742646	2742646	Enterobacter sp. RHBSTW-00422	strain=RHBSTW-00422	na	latest	Complete Genome	Major	Full	2020-07-27	ASM1374973v1	The REHAB Consortium	GCF_013749735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/749/735/GCA_013749735.1_ASM1374973v1	na	na	na	haploid	bacteria	5234715	5234715	54.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-19	5132	4894	123	34609275
GCA_013782625.1	PRJNA605147	SAMN15148763	na	na	2742676	2742676	Enterobacter sp. RHBSTW-00994	strain=RHBSTW-00994	na	latest	Complete Genome	Major	Full	2020-07-28	ASM1378262v1	The REHAB Consortium	GCF_013782625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/782/625/GCA_013782625.1_ASM1378262v1	na	na	na	haploid	bacteria	4888717	4888717	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-18	4660	4474	122	34609275
GCA_013784105.1	PRJNA605147	SAMN15148659	na	na	2742656	2742656	Enterobacter sp. RHBSTW-00593	strain=RHBSTW-00593	na	latest	Complete Genome	Major	Full	2020-07-28	ASM1378410v1	The REHAB Consortium	GCF_013784105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/784/105/GCA_013784105.1_ASM1378410v1	na	na	na	haploid	bacteria	5018130	5018130	54.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-19	4827	4667	117	34609275
GCA_013898335.1	PRJNA605147	SAMN15148123	na	na	2742619	2742619	Enterobacter sp. RHB15-C17	strain=RHB15-C17	na	latest	Complete Genome	Major	Full	2020-07-29	ASM1389833v1	The REHAB Consortium	GCF_013898335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/898/335/GCA_013898335.1_ASM1389833v1	unverified source organism	na	na	haploid	bacteria	4684154	4684154	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-19	4455	4297	120	34609275
GCA_014596715.2	PRJNA660924	SAMN15963938	na	na	2769348	2769348	Enterobacter sp. E12	strain=E12	na	latest	Complete Genome	Major	Full	2024-06-11	ASM1459671v2	Microbiology and Biotechnology, Max Rubner-Institut	GCF_014596715.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/596/715/GCA_014596715.2_ASM1459671v2	na	na	na	haploid	bacteria	4918985	4918985	56.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-01-09	4724	4551	118	na
GCA_018074945.1	PRJNA201967	SAMN02138554	na	na	1329823	1329823	Enterobacter sp. MGH 14	strain=MGH 14	na	latest	Complete Genome	Major	Full	2021-04-19	ASM1807494v1	Broad Institute	GCF_018074945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/074/945/GCA_018074945.1_ASM1807494v1	na	na	na	haploid	bacteria	5481241	5481241	54.500000	9	9	9	na	na		0	0	0	na
GCA_018075005.1	PRJNA201967	SAMN02138547	na	na	1329816	1329816	Enterobacter sp. MGH 7	strain=MGH 7	na	latest	Complete Genome	Major	Full	2021-04-19	ASM1807500v1	Broad Institute	GCF_018075005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/075/005/GCA_018075005.1_ASM1807500v1	na	na	na	haploid	bacteria	5305481	5305481	55.000000	4	4	4	na	na		0	0	0	na
GCA_018075145.1	PRJNA201967	SAMN02138543	na	na	1329812	1329812	Enterobacter sp. MGH 3	strain=MGH 3	na	latest	Complete Genome	Major	Full	2021-04-19	ASM1807514v1	Broad Institute	GCF_018075145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/075/145/GCA_018075145.1_ASM1807514v1	na	na	na	haploid	bacteria	5226758	5226758	55.000000	8	8	8	na	na		0	0	0	na
GCA_018075245.1	PRJNA201967	SAMN02138600	na	na	1329836	1329836	Enterobacter sp. BWH 37	strain=BWH 37	na	latest	Complete Genome	Major	Full	2021-04-19	ASM1807524v1	Broad Institute	GCF_018075245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/075/245/GCA_018075245.1_ASM1807524v1	na	na	na	haploid	bacteria	5255410	5255410	54.500000	4	4	4	na	na		0	0	0	na
GCA_019443845.1	PRJNA613959	SAMN14422719	na	na	2720029	2720029	Enterobacter sp. DNB-S2	strain=DNB-S2	na	latest	Complete Genome	Major	Full	2021-08-03	ASM1944384v1	Northeast Agricultural University	GCF_019443845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/443/845/GCA_019443845.1_ASM1944384v1	na	na	na	haploid	bacteria	4728166	4728166	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-03-25	4553	4376	115	na
GCA_019880405.1	PRJNA755158	SAMN20805501	na	na	2870346	2870346	Enterobacter sp. C2	strain=C2	na	latest	Complete Genome	Major	Full	2021-09-05	ASM1988040v1	Chongqing University of Arts & Sciences	GCF_019880405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/880/405/GCA_019880405.1_ASM1988040v1	na	na	na	haploid	bacteria	4258836	4258836	56.500000	1	1	1	na	na		0	0	0	na
GCA_019968765.1	PRJNA725976	SAMN18917004	na	na	2831892	2831892	Enterobacter sp. JBIWA008	strain=JBIWA008	na	latest	Complete Genome	Major	Full	2021-09-14	ASM1996876v1	Kyoto University	GCF_019968765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/968/765/GCA_019968765.1_ASM1996876v1	na	na	na	haploid	bacteria	5080097	5080097	55.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-04	4913	4686	117	35137119
GCA_019968805.1	PRJNA725976	SAMN18917002	na	na	2831891	2831891	Enterobacter sp. JBIWA005	strain=JBIWA005	na	latest	Complete Genome	Major	Full	2021-09-14	ASM1996880v1	Kyoto University	GCF_019968805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/968/805/GCA_019968805.1_ASM1996880v1	na	na	na	haploid	bacteria	5019735	5019735	55.500000	9	9	9	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-04	4809	4552	114	35137119
GCA_019968825.1	PRJNA725976	SAMN18917000	na	na	2831890	2831890	Enterobacter sp. JBIWA003	strain=JBIWA003	na	latest	Complete Genome	Major	Full	2021-09-14	ASM1996882v1	Kyoto University	GCF_019968825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/968/825/GCA_019968825.1_ASM1996882v1	na	na	na	haploid	bacteria	5471029	5471029	55.500000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-04	5316	5071	113	35137119
GCA_020971765.1	PRJNA779677	SAMN23067479	na	na	2894203	2894203	Enterobacter sp. AN-K1	strain=AN-K1	na	latest	Complete Genome	Major	Full	2021-11-24	ASM2097176v1	University of Tuebingen	GCF_020971765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/971/765/GCA_020971765.1_ASM2097176v1	na	na	na	haploid	bacteria	4656683	4656683	55.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-11-18	4449	4312	115	na
GCA_021725435.1	PRJNA798785	SAMN25126227	na	na	2923088	2923088	Enterobacter sp. JH25	strain=JH25	na	latest	Complete Genome	Major	Full	2022-01-30	ASM2172543v1	Jinhua Central Hospital	GCF_021725435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/725/435/GCA_021725435.1_ASM2172543v1	na	na	na	haploid	bacteria	5250246	5250246	54.500000	7	7	7	na	na		0	0	0	na
GCA_024125655.1	PRJNA852360	SAMN29272862	na	na	2561927	2561927	Enterobacter sp. Z1	strain=Z1	na	latest	Complete Genome	Major	Full	2022-07-03	ASM2412565v1	Huazhong Agricultural University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/125/655/GCA_024125655.1_ASM2412565v1	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	5399384	5399384	54.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-27	5324	4381	120	na
GCA_024734705.1	PRJNA381809	SAMN30351667	na	na	1977566	1977566	Enterobacter sp. Crenshaw	strain=Crenshaw	na	latest	Complete Genome	Major	Full	2022-08-24	ASM2473470v1	University of Florida	GCF_024734705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/734/705/GCA_024734705.1_ASM2473470v1	na	na	na	haploid	bacteria	4632138	4632138	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-08-18	4414	4272	117	na
GCA_025152625.1	PRJNA870475	SAMN30377401	na	na	2976431	2976431	Enterobacter sp. CP102	strain=CP102	na	latest	Complete Genome	Major	Full	2022-09-12	ASM2515262v1	Corporacion para la Investigacion de la Corrosion	GCF_025152625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/152/625/GCA_025152625.1_ASM2515262v1	na	na	na	haploid	bacteria	4891319	4891319	54.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-09-06	4641	4476	115	na
GCA_025502525.1	PRJNA415108	SAMN30957467	na	na	2980499	2980499	Enterobacter sp. 155105	strain=155105	na	latest	Complete Genome	Major	Full	2022-09-30	ASM2550252v1	West China Hospital, Sichuan University	GCF_025502525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/502/525/GCA_025502525.1_ASM2550252v1	na	na	na	haploid	bacteria	4853933	4853933	55.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-09-23	4710	4507	115	na
GCA_028735835.1	PRJNA860059	SAMN29820932	na	na	3026145	3026145	Enterobacter sp. S-33	strain=S-33	na	latest	Complete Genome	Major	Full	2023-02-19	ASM2873583v1	BIT Mesra Ranchi-835215	GCF_028735835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/735/835/GCA_028735835.1_ASM2873583v1	na	na	na	haploid	bacteria	4611399	4611399	55.500000	1	1	1	na	na		0	0	0	na
GCA_029910555.1	PRJNA803426	SAMN25651205	na	na	2916466	2916466	Enterobacteriaceae bacterium ET-AT1-13	na	ET-AT1-13	latest	Complete Genome	Major	Full	2023-05-01	ASM2991055v1	Free University of Bozen-Bolzano	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/910/555/GCA_029910555.1_ASM2991055v1	genus undefined	na	na	haploid	bacteria	231767	231767	18.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-10	239	205	32	na
GCA_029910575.1	PRJNA803426	SAMN25651203	na	na	2916464	2916464	Enterobacteriaceae bacterium Cmel17	na	Cmel17	latest	Complete Genome	Major	Full	2023-05-01	ASM2991057v1	Free University of Bozen-Bolzano	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/910/575/GCA_029910575.1_ASM2991057v1	genus undefined	na	na	haploid	bacteria	236072	236072	18.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-10	241	204	32	na
GCA_030849145.1	PRJNA803426	SAMN29370476	na	na	2959289	2959289	Enterobacteriaceae bacterium PSmelAO3-2	na	PSmelAO3-2	latest	Complete Genome	Major	Full	2023-08-22	ASM3084914v1	Free University of Bozen-Bolzano	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/145/GCA_030849145.1_ASM3084914v1	derived from metagenome; genus undefined	na	na	haploid	bacteria	235918	235918	18.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-08-19	239	204	32	na
