#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_005900065.2	PRJNA186035	SAMN03700938	na	na	59202	28901	Salmonella enterica subsp. salamae	strain=CFSAN001015	na	latest	Complete Genome	Major	Full	2021-05-24	ASM590006v2	Center for Food Safety and Applied Nutrition	GCF_005900065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/900/065/GCA_005900065.2_ASM590006v2	from large multi-isolate project	na	na	haploid	bacteria	5106982	5106982	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-11	4967	4714	120	na
GCA_900478225.1	PRJEB6403	SAMEA4028439	na	na	59202	28901	Salmonella enterica subsp. salamae	strain=NCTC10310	na	latest	Complete Genome	Major	Full	2018-06-18	47328_C01	SC	GCF_900478225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/225/GCA_900478225.1_47328_C01	RefSeq annotation failed	na	na	haploid	bacteria	4883767	4883767	52.000000	1	1	1	SC	Annotation submitted by SC	2018-06-18	4534	4424	110	na
GCA_900478195.1	PRJEB6403	SAMEA4028434	na	na	297361	28901	Salmonella enterica subsp. salamae serovar Greenside	strain=NCTC9936	na	latest	Complete Genome	Major	Full	2018-06-18	47297_E02	SC	GCF_900478195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/195/GCA_900478195.1_47297_E02	RefSeq annotation failed	na	na	haploid	bacteria	4732250	4732250	52.000000	1	1	1	SC	Annotation submitted by SC	2018-06-18	4386	4275	111	na
GCA_019339445.1	PRJNA681856	SAMN17315640	na	na	59202	28901	Salmonella enterica subsp. salamae	strain=LHICA_SA1	na	latest	Complete Genome	Major	Full	2021-07-26	ASM1933944v1	Universidade de Santiago de Compostela	GCF_019339445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/339/445/GCA_019339445.1_ASM1933944v1	annotation fails completeness check	na	na	haploid	bacteria	5045976	5045976	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-07-19	4878	4582	120	na
GCA_013138305.1	PRJNA230403	SAMN14832285	na	na	2733500	28901	Salmonella enterica subsp. salamae serovar 40:c:e,n,z15	strain=2013K-0524	na	latest	Complete Genome	Major	Full	2020-05-21	ASM1313830v1	CDC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/138/305/GCA_013138305.1_ASM1313830v1	from large multi-isolate project	na	na	haploid	bacteria	5029397	5029397	51.500000	2	2	2	na	na		0	0	0	na
GCA_013138165.1	PRJNA230403	SAMN14832290	na	na	2577915	28901	Salmonella enterica subsp. salamae serovar 6,8:a:z52	strain=62-3163	na	latest	Complete Genome	Major	Full	2020-05-21	ASM1313816v1	CDC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/138/165/GCA_013138165.1_ASM1313816v1	from large multi-isolate project	na	na	haploid	bacteria	4811684	4811684	51.500000	2	2	2	na	na		0	0	0	na
GCA_900635535.1	PRJEB6403	SAMEA2665118	na	na	59202	28901	Salmonella enterica subsp. salamae	strain=NCTC5773	na	latest	Complete Genome	Major	Full	2018-12-19	30316_A02	SC	GCF_900635535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/535/GCA_900635535.1_30316_A02	RefSeq annotation failed; many frameshifted proteins	assembly from type material	na	haploid	bacteria	4724014	4724014	52.000000	1	1	1	SC	Annotation submitted by SC	2018-12-19	5029	4916	113	na
GCA_900477985.1	PRJEB6403	SAMEA4028433	na	na	59202	28901	Salmonella enterica subsp. salamae	strain=NCTC9930	na	latest	Complete Genome	Major	Full	2018-06-17	47297_D02	SC	GCF_900477985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/477/985/GCA_900477985.1_47297_D02	RefSeq annotation failed	na	na	haploid	bacteria	5118272	5118272	52.000000	1	1	1	SC	Annotation submitted by SC	2018-06-17	4842	4730	112	na
GCA_013138325.1	PRJNA230403	SAMN14832284	na	na	2577872	28901	Salmonella enterica subsp. salamae serovar 58:c:z6	strain=2013K-0366	na	latest	Complete Genome	Major	Full	2020-05-21	ASM1313832v1	CDC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/138/325/GCA_013138325.1_ASM1313832v1	from large multi-isolate project	na	na	haploid	bacteria	5264890	5264890	52.000000	2	2	2	na	na		0	0	0	na
GCA_003873385.2	PRJNA186035	SAMN03700939	na	na	59202	28901	Salmonella enterica subsp. salamae	strain=CFSAN001016	na	latest	Complete Genome	Major	Full	2021-05-21	ASM387338v2	Center for Food Safety and Applied Nutrition	GCF_003873385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/873/385/GCA_003873385.2_ASM387338v2	from large multi-isolate project	na	na	haploid	bacteria	4957269	4957269	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-11	4701	4407	118	na
GCA_013138375.1	PRJNA230403	SAMN14832283	na	na	2733502	28901	Salmonella enterica subsp. salamae serovar 60:z10:z39	strain=2011K-1889	na	latest	Complete Genome	Major	Full	2020-05-21	ASM1313837v1	CDC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/138/375/GCA_013138375.1_ASM1313837v1	from large multi-isolate project	na	na	haploid	bacteria	5084176	5084176	52.000000	4	4	4	na	na		0	0	0	na
GCA_002211865.1	PRJNA177609	SAMN04160813	na	na	1243602	28901	Salmonella enterica subsp. salamae serovar 55:k:z39 str. 1315K	strain=1315K	na	latest	Complete Genome	Major	Full	2017-06-30	ASM221186v1	Laboratory for Foodborne Zoonoses	GCF_002211865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/865/GCA_002211865.1_ASM221186v1	na	na	na	haploid	bacteria	5051440	5051440	51.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-06-23	5043	4669	117	na
GCA_006914355.2	PRJNA186035	SAMN03700934	na	na	59202	28901	Salmonella enterica subsp. salamae	strain=CFSAN001011	na	latest	Complete Genome	Major	Full	2021-05-21	ASM691435v2	Center for Food Safety and Applied Nutrition	GCF_006914355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/914/355/GCA_006914355.2_ASM691435v2	from large multi-isolate project	na	na	haploid	bacteria	4931266	4931266	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-11	4677	4429	114	na
GCA_900635655.1	PRJEB6403	SAMEA2689762	na	na	59202	28901	Salmonella enterica subsp. salamae	strain=NCTC8273	na	latest	Complete Genome	Major	Full	2018-12-20	31629_D01	SC	GCF_900635655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/655/GCA_900635655.1_31629_D01	RefSeq annotation failed; annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	4952084	4952084	52.000000	1	1	1	SC	Annotation submitted by SC	2018-12-20	4830	4719	111	na
GCA_003324815.1	PRJNA354244	SAMN09237641	na	na	2577858	28901	Salmonella enterica subsp. salamae serovar 56:b:[1,5]	strain=SA20053897	na	latest	Complete Genome	Major	Full	2018-07-17	ASM332481v1	Laboratory for Foodborne Zoonoses	GCF_003324815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/324/815/GCA_003324815.1_ASM332481v1	na	na	na	haploid	bacteria	5155401	5155401	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-06-12	5186	4855	117	na
