#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_024532265.1	PRJNA852350	SAMN29328112	na	na	208962	208962	Escherichia albertii	strain=153_2_TBG_A	na	latest	Complete Genome	Major	Full	2022-08-04	ASM2453226v1	Chinese Center for Disaease Control and Prevention	GCF_024532265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/532/265/GCA_024532265.1_ASM2453226v1	na	na	na	haploid	bacteria	4919799	4919799	49.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-28	4806	4473	130	na
GCA_017357645.1	PRJNA561565	SAMN12620701	na	na	208962	208962	Escherichia albertii	strain=RM15113	na	latest	Complete Genome	Major	Full	2021-03-16	ASM1735764v1	USDA, ARS, WRRC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/645/GCA_017357645.1_ASM1735764v1	many frameshifted proteins	na	na	haploid	bacteria	5008919	5008919	49.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-08-23	5033	4386	135	na
GCA_016904775.2	PRJNA693666	SAMN17525959	na	na	208962	208962	Escherichia albertii	strain=Sample 168	na	latest	Complete Genome	Major	Full	2021-03-10	ASM1690477v2	Zigong Center for Disease Control and Prevention	GCF_016904775.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/904/775/GCA_016904775.2_ASM1690477v2	na	na	na	haploid	bacteria	4906223	4906223	49.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-03-09	4870	4404	123	na
GCA_003864095.1	PRJNA218110	SAMN09534374	na	na	208962	208962	Escherichia albertii	strain=NCTC 9362	na	latest	Complete Genome	Major	Full	2018-12-05	ASM386409v1	CDC	GCF_003864095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/864/095/GCA_003864095.1_ASM386409v1	na	na	na	haploid	bacteria	4591305	4591305	50.000000	2	2	2	na	na		0	0	0	na
GCA_024532325.1	PRJNA852350	SAMN29328110	na	na	208962	208962	Escherichia albertii	strain=133_1_GWG_A	na	latest	Complete Genome	Major	Full	2022-08-04	ASM2453232v1	Chinese Center for Disaease Control and Prevention	GCF_024532325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/532/325/GCA_024532325.1_ASM2453232v1	na	na	na	haploid	bacteria	5122791	5122791	49.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-28	4998	4674	133	na
GCA_028622615.1	PRJNA931640	SAMN33094092	na	na	208962	208962	Escherichia albertii	strain=BIA_11	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862261v1	Medical University of Bialystok	GCF_028622615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/615/GCA_028622615.1_ASM2862261v1	na	na	na	haploid	bacteria	5006026	5006026	49.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-08	4962	4578	125	na
GCA_017357585.1	PRJNA561565	SAMN12620704	na	na	208962	208962	Escherichia albertii	strain=RM15116	na	latest	Complete Genome	Major	Full	2021-03-16	ASM1735758v1	USDA, ARS, WRRC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/585/GCA_017357585.1_ASM1735758v1	many frameshifted proteins	na	na	haploid	bacteria	5008860	5008860	49.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-08-23	5029	4355	135	na
GCA_028622175.1	PRJNA931640	SAMN33094112	na	na	208962	208962	Escherichia albertii	strain=BIA_50	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862217v1	Medical University of Bialystok	GCF_028622175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/175/GCA_028622175.1_ASM2862217v1	na	na	na	haploid	bacteria	4995335	4995335	49.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-08	4867	4577	119	na
GCA_024532135.1	PRJNA852350	SAMN29328118	na	na	208962	208962	Escherichia albertii	strain=233_2_GWG_B	na	latest	Complete Genome	Major	Full	2022-08-04	ASM2453213v1	Chinese Center for Disaease Control and Prevention	GCF_024532135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/532/135/GCA_024532135.1_ASM2453213v1	na	na	na	haploid	bacteria	5051786	5051786	49.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-28	4922	4599	132	na
GCA_028622495.1	PRJNA931640	SAMN33094104	na	na	208962	208962	Escherichia albertii	strain=BIA_32	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862249v1	Medical University of Bialystok	GCF_028622495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/495/GCA_028622495.1_ASM2862249v1	na	na	na	haploid	bacteria	5183436	5183436	49.500000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-08	5193	4794	129	na
GCA_024532365.1	PRJNA852350	SAMN29328108	na	na	208962	208962	Escherichia albertii	strain=112_1_EW_A	na	latest	Complete Genome	Major	Full	2022-08-04	ASM2453236v1	Chinese Center for Disaease Control and Prevention	GCF_024532365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/532/365/GCA_024532365.1_ASM2453236v1	na	na	na	haploid	bacteria	5054183	5054183	49.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-28	4925	4605	131	na
GCA_024532175.1	PRJNA852350	SAMN29328116	na	na	208962	208962	Escherichia albertii	strain=222_1_EW_B	na	latest	Complete Genome	Major	Full	2022-08-04	ASM2453217v1	Chinese Center for Disaease Control and Prevention	GCF_024532175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/532/175/GCA_024532175.1_ASM2453217v1	na	na	na	haploid	bacteria	4887676	4887676	50.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-28	4813	4490	129	na
GCA_028622295.1	PRJNA931640	SAMN33094111	na	na	208962	208962	Escherichia albertii	strain=BIA_5	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862229v1	Medical University of Bialystok	GCF_028622295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/295/GCA_028622295.1_ASM2862229v1	na	na	na	haploid	bacteria	4940688	4940688	49.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-08	4785	4463	109	na
GCA_028622275.1	PRJNA931640	SAMN33094102	na	na	208962	208962	Escherichia albertii	strain=BIA_26	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862227v1	Medical University of Bialystok	GCF_028622275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/275/GCA_028622275.1_ASM2862227v1	na	na	na	haploid	bacteria	5030249	5030249	50.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-08	4878	4572	122	na
GCA_003860385.1	PRJNA218110	SAMN04505646	na	na	208962	208962	Escherichia albertii	strain=2014C-4015	na	latest	Complete Genome	Major	Full	2018-12-04	ASM386038v1	CDC	GCF_003860385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/385/GCA_003860385.1_ASM386038v1	na	na	na	haploid	bacteria	4920619	4920619	49.500000	4	4	4	na	na		0	0	0	na
GCA_024532305.1	PRJNA852350	SAMN29328111	na	na	208962	208962	Escherichia albertii	strain=147_1_TBG_A	na	latest	Complete Genome	Major	Full	2022-08-04	ASM2453230v1	Chinese Center for Disaease Control and Prevention	GCF_024532305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/532/305/GCA_024532305.1_ASM2453230v1	na	na	na	haploid	bacteria	4993500	4993500	49.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-28	4942	4600	130	na
GCA_016904815.2	PRJNA693666	SAMN17525956	na	na	208962	208962	Escherichia albertii	strain=Sample 165	na	latest	Complete Genome	Major	Full	2021-03-10	ASM1690481v2	Zigong Center for Disease Control and Prevention	GCF_016904815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/904/815/GCA_016904815.2_ASM1690481v2	na	na	na	haploid	bacteria	5318295	5318295	49.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-03-09	5256	4793	124	na
GCA_017357665.1	PRJNA561565	SAMN12620700	na	na	208962	208962	Escherichia albertii	strain=RM15112	na	latest	Complete Genome	Major	Full	2021-03-16	ASM1735766v1	USDA, ARS, WRRC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/665/GCA_017357665.1_ASM1735766v1	many frameshifted proteins	na	na	haploid	bacteria	5008947	5008947	49.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-08-23	5032	4399	135	na
GCA_035658295.1	PRJNA1060897	SAMN39248548	na	na	208962	208962	Escherichia albertii	strain=6S-65-1	na	latest	Complete Genome	Major	Full	2024-01-15	ASM3565829v1	Zhejiang Chinese Medical University	GCF_035658295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/658/295/GCA_035658295.1_ASM3565829v1	na	na	na	haploid	bacteria	5073530	5073530	49.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-09	5041	4637	120	na
GCA_017357705.1	PRJNA561565	SAMN12620693	na	na	208962	208962	Escherichia albertii	strain=RM9976	na	latest	Complete Genome	Major	Full	2021-03-16	ASM1735770v1	USDA, ARS, WRRC	GCF_017357705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/705/GCA_017357705.1_ASM1735770v1	na	na	na	haploid	bacteria	5346483	5346483	49.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-08-23	5428	5040	123	na
GCA_016904755.2	PRJNA693666	SAMN17525958	na	na	208962	208962	Escherichia albertii	strain=Sample 167	na	latest	Complete Genome	Major	Full	2021-03-10	ASM1690475v2	Zigong Center for Disease Control and Prevention	GCF_016904755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/904/755/GCA_016904755.2_ASM1690475v2	na	na	na	haploid	bacteria	4631903	4631903	49.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-03-09	4442	4256	124	na
GCA_024532345.1	PRJNA852350	SAMN29328109	na	na	208962	208962	Escherichia albertii	strain=121_1_EW_A	na	latest	Complete Genome	Major	Full	2022-08-04	ASM2453234v1	Chinese Center for Disaease Control and Prevention	GCF_024532345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/532/345/GCA_024532345.1_ASM2453234v1	na	na	na	haploid	bacteria	4690256	4690256	49.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-28	4530	4300	121	na
GCA_012161415.2	PRJNA218110	SAMN03019926	na	na	208962	208962	Escherichia albertii	strain=2011C-4180	na	latest	Complete Genome	Major	Full	2023-07-24	ASM1216141v2	CDC	GCF_012161415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/161/415/GCA_012161415.2_ASM1216141v2	na	na	na	haploid	bacteria	5089923	5089923	50.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-01	5124	4692	120	38004814
GCA_028622435.1	PRJNA931640	SAMN33094107	na	na	208962	208962	Escherichia albertii	strain=BIA_4	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862243v1	Medical University of Bialystok	GCF_028622435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/435/GCA_028622435.1_ASM2862243v1	na	na	na	haploid	bacteria	5061467	5061467	49.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-09	5035	4623	119	na
GCA_002872455.1	PRJNA427641	SAMN08242133	na	na	208962	208962	Escherichia albertii	strain=ChinaSP140150	na	latest	Complete Genome	Major	Full	2018-01-11	ASM287245v1	National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Cont	GCF_002872455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/872/455/GCA_002872455.1_ASM287245v1	na	na	na	haploid	bacteria	5136766	5136766	49.500000	4	4	4	na	na		0	0	0	na
GCA_024532385.1	PRJNA852350	SAMN29328107	na	na	208962	208962	Escherichia albertii	strain=110_1_TBG_A	na	latest	Complete Genome	Major	Full	2022-08-04	ASM2453238v1	Chinese Center for Disaease Control and Prevention	GCF_024532385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/532/385/GCA_024532385.1_ASM2453238v1	na	na	na	haploid	bacteria	4954548	4954548	49.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-28	4823	4515	128	na
GCA_002895205.1	PRJNA421872	SAMN08159313	na	na	208962	208962	Escherichia albertii	strain=1551-2	na	latest	Complete Genome	Major	Full	2018-01-22	ASM289520v1	Federal University of Sao Paulo	GCF_002895205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/895/205/GCA_002895205.1_ASM289520v1	na	na	na	haploid	bacteria	4730877	4730877	50.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-12-12	4817	4424	122	na
GCA_002285475.1	PRJDB3047	SAMD00026629	na	na	208962	208962	Escherichia albertii	strain=CB9786	na	latest	Complete Genome	Major	Full	2015-11-06	ASM228547v1	University of Miyazaki	GCF_002285475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/475/GCA_002285475.1_ASM228547v1	na	na	na	haploid	bacteria	4598983	4598983	50.000000	1	1	1	University of Miyazaki	Annotation submitted by University of Miyazaki	2017-04-21	4393	4283	110	26537224
GCA_024532195.1	PRJNA852350	SAMN29328115	na	na	208962	208962	Escherichia albertii	strain=208_2_GWG_B	na	latest	Complete Genome	Major	Full	2022-08-04	ASM2453219v1	Chinese Center for Disaease Control and Prevention	GCF_024532195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/532/195/GCA_024532195.1_ASM2453219v1	na	na	na	haploid	bacteria	4905118	4905118	49.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-28	4796	4463	130	na
GCA_030578615.1	PRJNA218110	SAMN04505647	na	na	208962	208962	Escherichia albertii	strain=2014EL-1348	na	latest	Complete Genome	Major	Full	2023-08-01	ASM3057861v1	CDC	GCF_030578615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/578/615/GCA_030578615.1_ASM3057861v1	na	na	na	haploid	bacteria	4958082	4958082	49.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-02	4920	4421	135	38004814
GCA_028622215.1	PRJNA931640	SAMN33094116	na	na	208962	208962	Escherichia albertii	strain=BIA_89-5	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862221v1	Medical University of Bialystok	GCF_028622215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/215/GCA_028622215.1_ASM2862221v1	na	na	na	haploid	bacteria	5216620	5216620	49.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-08	5223	4770	129	na
GCA_028622595.1	PRJNA931640	SAMN33094099	na	na	208962	208962	Escherichia albertii	strain=BIA_22	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862259v1	Medical University of Bialystok	GCF_028622595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/595/GCA_028622595.1_ASM2862259v1	na	na	na	haploid	bacteria	5283000	5283000	50.000000	9	9	9	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-08	5331	4871	129	na
GCA_024532115.1	PRJNA852350	SAMN29328119	na	na	208962	208962	Escherichia albertii	strain=247_2_EW_B	na	latest	Complete Genome	Major	Full	2022-08-04	ASM2453211v1	Chinese Center for Disaease Control and Prevention	GCF_024532115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/532/115/GCA_024532115.1_ASM2453211v1	na	na	na	haploid	bacteria	4918594	4918594	49.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-28	4811	4482	130	na
GCA_025600135.2	PRJNA879956	SAMN30823220	na	na	208962	208962	Escherichia albertii	strain=KBSW50i	na	latest	Complete Genome	Major	Full	2022-12-15	ASM2560013v2	University of Zurich	GCF_025600135.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/600/135/GCA_025600135.2_ASM2560013v2	na	na	na	haploid	bacteria	4754604	4754604	50.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-10-31	4636	4319	119	na
GCA_028622535.1	PRJNA931640	SAMN33094101	na	na	208962	208962	Escherichia albertii	strain=BIA_25	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862253v1	Medical University of Bialystok	GCF_028622535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/535/GCA_028622535.1_ASM2862253v1	na	na	na	haploid	bacteria	5013195	5013195	49.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-08	4888	4547	120	na
GCA_024532155.1	PRJNA852350	SAMN29328117	na	na	208962	208962	Escherichia albertii	strain=231_1_NP_B	na	latest	Complete Genome	Major	Full	2022-08-04	ASM2453215v1	Chinese Center for Disaease Control and Prevention	GCF_024532155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/532/155/GCA_024532155.1_ASM2453215v1	na	na	na	haploid	bacteria	5057760	5057760	49.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-28	4919	4611	132	na
GCA_031236015.1	PRJNA993812	SAMN36409210	na	na	208962	208962	Escherichia albertii	strain=EA04	na	latest	Complete Genome	Major	Full	2023-09-07	ASM3123601v1	Shanghai Veterinary Research Institute, CAAS	GCF_031236015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/236/015/GCA_031236015.1_ASM3123601v1	na	na	na	haploid	bacteria	5127155	5127155	49.500000	8	8	8	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-13	5137	4693	121	na
GCA_028622655.1	PRJNA931640	SAMN33094096	na	na	208962	208962	Escherichia albertii	strain=BIA_16-3	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862265v1	Medical University of Bialystok	GCF_028622655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/655/GCA_028622655.1_ASM2862265v1	na	na	na	haploid	bacteria	4926682	4926682	49.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-08	4815	4523	126	na
GCA_028622375.1	PRJNA931640	SAMN33094109	na	na	208962	208962	Escherichia albertii	strain=BIA_41	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862237v1	Medical University of Bialystok	GCF_028622375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/375/GCA_028622375.1_ASM2862237v1	na	na	na	haploid	bacteria	4767838	4767838	49.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-02-08	4626	4358	123	na
GCA_003860365.1	PRJNA218110	SAMN07169274	na	na	208962	208962	Escherichia albertii	strain=06-3542	na	latest	Complete Genome	Major	Full	2018-12-04	ASM386036v1	CDC	GCF_003860365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/365/GCA_003860365.1_ASM386036v1	na	na	na	haploid	bacteria	4804778	4804778	50.000000	2	2	2	na	na		0	0	0	na
GCA_016904795.2	PRJNA693666	SAMN17525957	na	na	208962	208962	Escherichia albertii	strain=Sample 166	na	latest	Complete Genome	Major	Full	2021-03-10	ASM1690479v2	Zigong Center for Disease Control and Prevention	GCF_016904795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/904/795/GCA_016904795.2_ASM1690479v2	na	na	na	haploid	bacteria	5111119	5111119	49.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-03-09	5049	4580	123	na
GCA_002741375.1	PRJNA218110	SAMN07159041	na	na	208962	208962	Escherichia albertii	strain=2014C-4356	na	latest	Complete Genome	Major	Full	2017-11-02	ASM274137v1	CDC	GCF_002741375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/741/375/GCA_002741375.1_ASM274137v1	na	na	na	haploid	bacteria	5336845	5336845	50.000000	7	7	7	na	na		0	0	0	na
GCA_025600175.2	PRJNA879956	SAMN30823218	na	na	208962	208962	Escherichia albertii	strain=KBSW16i	na	latest	Complete Genome	Major	Full	2022-12-15	ASM2560017v2	University of Zurich	GCF_025600175.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/600/175/GCA_025600175.2_ASM2560017v2	na	na	na	haploid	bacteria	4943436	4943436	50.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-10-31	4885	4479	121	na
GCA_017357725.1	PRJNA561565	SAMN12620692	na	na	208962	208962	Escherichia albertii	strain=RM9974	na	latest	Complete Genome	Major	Full	2021-03-16	ASM1735772v1	USDA, ARS, WRRC	GCF_017357725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/725/GCA_017357725.1_ASM1735772v1	na	na	na	haploid	bacteria	5219063	5219063	49.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-08-23	5382	4971	130	na
GCA_003312525.2	PRJNA218110	SAMN04498560	na	na	208962	208962	Escherichia albertii	strain=2012EL-1823B	na	latest	Complete Genome	Major	Full	2018-12-06	ASM331252v2	CDC	GCF_003312525.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/312/525/GCA_003312525.2_ASM331252v2	na	na	na	haploid	bacteria	5097144	5097144	49.500000	4	4	4	na	na		0	0	0	na
