#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_023612495.1	PRJNA705514	SAMN18091014	na	na	208224	208224	Enterobacter kobei	strain=CDL29	na	latest	Complete Genome	Major	Full	2022-05-31	ASM2361249v1	Nanjing Agricultural University	GCF_023612495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/612/495/GCA_023612495.1_ASM2361249v1	na	na	na	haploid	bacteria	4659650	4659650	55.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-03-01	4370	4214	114	na
GCA_025398875.1	PRJNA880756	SAMN30864116	na	na	208224	208224	Enterobacter kobei	strain=SG.H2a	na	latest	Complete Genome	Major	Full	2022-09-25	ASM2539887v1	The Independent Schools Foundation Academy	GCF_025398875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/398/875/GCA_025398875.1_ASM2539887v1	na	na	na	haploid	bacteria	4833204	4833204	55.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-09-19	4596	4425	113	na
GCA_026240695.1	PRJNA899984	SAMN31675492	na	na	208224	208224	Enterobacter kobei	strain=SCLZS19	na	latest	Complete Genome	Major	Full	2022-11-20	ASM2624069v1	Southwest Medical University	GCF_026240695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/240/695/GCA_026240695.1_ASM2624069v1	na	na	na	haploid	bacteria	5574492	5574492	54.000000	10	10	10	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-11-14	5539	5193	118	na
GCA_027595935.1	PRJNA667445	SAMN16387637	na	na	208224	208224	Enterobacter kobei	strain=S18_CRE18	na	latest	Complete Genome	Major	Full	2023-01-09	ASM2759593v1	University of Alabama in Huntsville	GCF_027595935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/595/935/GCA_027595935.1_ASM2759593v1	na	na	na	haploid	bacteria	4952602	4952602	55.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-18	4754	4523	115	na
GCA_031201845.1	PRJNA832970	SAMN27926465	na	na	208224	208224	Enterobacter kobei	strain=EC1382	na	latest	Complete Genome	Major	Full	2023-09-06	ASM3120184v1	Guangdong university of technology	GCF_031201845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/201/845/GCA_031201845.1_ASM3120184v1	na	na	na	haploid	bacteria	5669901	5669901	54.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-04-29	5579	5311	117	na
GCA_032248775.1	PRJNA1019248	SAMN37475543	na	na	208224	208224	Enterobacter kobei	strain=DW108	na	latest	Complete Genome	Major	Full	2023-10-01	ASM3224877v1	Wenzhou Medical University	GCF_032248775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/248/775/GCA_032248775.1_ASM3224877v1	na	na	na	haploid	bacteria	4778466	4778466	55.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-09-25	4595	4370	116	na
GCA_038069355.2	PRJNA812595	SAMN40921367	na	na	208224	208224	Enterobacter kobei	strain=2024CK-00368	na	latest	Complete Genome	Major	Full	2024-05-28	ASM3806935v2	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	GCF_038069355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/069/355/GCA_038069355.2_ASM3806935v2	na	na	na	haploid	bacteria	4687534	4687534	55.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-05-22	4445	4283	115	na
GCA_043969355.1	PRJNA1067818	SAMN39551842	na	na	208224	208224	Enterobacter kobei	strain=ECC-142	na	latest	Complete Genome	Major	Full	2024-10-28	ASM4396935v1	National Institute of Infectious Diseases and Vaccinology, National Health Research Institutes	GCF_043969355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/969/355/GCA_043969355.1_ASM4396935v1	na	na	na	haploid	bacteria	4694147	4694147	55.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-29	4463	4301	116	na
GCA_043972035.1	PRJNA1067818	SAMN39551830	na	na	208224	208224	Enterobacter kobei	strain=ECC-083	na	latest	Complete Genome	Major	Full	2024-10-28	ASM4397203v1	National Institute of Infectious Diseases and Vaccinology, National Health Research Institutes	GCF_043972035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/972/035/GCA_043972035.1_ASM4397203v1	na	na	na	haploid	bacteria	4740490	4740490	55.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-29	4460	4300	116	na
GCA_044500605.1	PRJNA1134685	SAMN42431385	na	na	208224	208224	Enterobacter kobei	strain=UPB 1352	na	latest	Complete Genome	Major	Full	2024-11-05	ASM4450060v1	Life Sciences, Walloon Agricultural Research Centre	GCF_044500605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/500/605/GCA_044500605.1_ASM4450060v1	na	na	na	haploid	bacteria	4814064	4814064	55.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-07-22	4590	4416	115	na
GCA_045278755.1	PRJNA1000268	SAMN36766155	na	na	208224	208224	Enterobacter kobei	strain=EK1918	na	latest	Complete Genome	Major	Full	2024-10-08	ASM4527875v1	Shanghai Municipal Center for Disease Control and Prevention	GCF_045278755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/278/755/GCA_045278755.1_ASM4527875v1	na	na	na	haploid	bacteria	4714241	4714241	55.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-09-06	4574	4362	117	na
GCA_046569665.1	PRJNA1201904	SAMN45945133	JBKHUK000000000.1	na	208224	208224	Enterobacter kobei	strain=L5089hy	na	latest	Complete Genome	Major	Full	2025-01-08	ASM4656966v1	The First Affiliated Hospital of Henan University of Science and Technology	GCF_046569665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/569/665/GCA_046569665.1_ASM4656966v1	na	na	na	haploid	bacteria	5769554	5769554	54.000000	13	13	13	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-01-03	5698	5427	115	na
GCA_048016555.1	PRJNA1223376	SAMN46816033	na	na	208224	208224	Enterobacter kobei	strain=Mu208	na	latest	Complete Genome	Major	Full	2025-02-25	Mu208	Division of Infectious Disease, Emory University School of Medicine	GCF_048016555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/016/555/GCA_048016555.1_Mu208	na	na	na	haploid	bacteria	5064104	5064104	55.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-02-19	4905	4700	113	na
GCA_049600905.1	PRJNA1247682	SAMN47826205	na	na	208224	208224	Enterobacter kobei	strain=JARB-T-NT00194	na	latest	Complete Genome	Major	Full	2025-04-15	ASM4960090v1	Antimicrobial Resistance Research Center, National Institute of Infectious Diseases	GCF_049600905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/600/905/GCA_049600905.1_ASM4960090v1	na	na	na	haploid	bacteria	5029414	5029414	54.500000	4	4	4	na	na		0	0	0	na
GCA_050157265.1	PRJNA1136676	SAMN42539174	na	na	208224	208224	Enterobacter kobei	strain=A27303	na	latest	Complete Genome	Major	Full	2025-05-06	ASM5015726v1	Inst. Hygiene, University Hospital Muenster	GCF_050157265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/157/265/GCA_050157265.1_ASM5015726v1	na	na	na	haploid	bacteria	4956421	4956421	55.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-02-18	4771	4550	116	na
