#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_031218175.1	PRJNA901437	SAMN31713468	na	na	881260	881260	Enterobacter bugandensis	strain=E104107	na	latest	Complete Genome	Major	Full	2023-09-06	ASM3121817v1	Queen's University Belfast (WWIEM)	GCF_031218175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/218/175/GCA_031218175.1_ASM3121817v1	na	na	na	haploid	bacteria	4753149	4753149	56.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-11-15	4567	4392	116	na
GCA_031851455.1	PRJNA1013080	SAMN37298527	na	na	881260	881260	Enterobacter bugandensis	strain=31A:C	na	latest	Complete Genome	Major	Full	2023-09-24	ASM3185145v1	CHU Montpellier	GCF_031851455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/851/455/GCA_031851455.1_ASM3185145v1	na	na	na	haploid	bacteria	4777428	4777428	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-09-11	4550	4376	116	na
GCA_035658275.1	PRJNA1060877	SAMN39246787	na	na	881260	881260	Enterobacter bugandensis	strain=Eltt.P1	na	latest	Complete Genome	Major	Full	2024-01-15	ASM3565827v1	The Independent Schools Foundation Academy	GCF_035658275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/658/275/GCA_035658275.1_ASM3565827v1	na	na	na	haploid	bacteria	4936285	4936285	56.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-09	4752	4584	116	na
GCA_035847925.1	PRJNA1060220	SAMN39216373	na	na	881260	881260	Enterobacter bugandensis	strain=H4	na	latest	Complete Genome	Major	Full	2024-01-18	ASM3584792v1	Shanghai Ocean University	GCF_035847925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/847/925/GCA_035847925.1_ASM3584792v1	na	na	na	haploid	bacteria	4821486	4821486	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-08	4617	4438	114	na
GCA_037008725.2	PRJNA812595	SAMN40254327	na	na	881260	881260	Enterobacter bugandensis	strain=2024CK-00251	na	latest	Complete Genome	Major	Full	2024-04-02	ASM3700872v2	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	GCF_037008725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/008/725/GCA_037008725.2_ASM3700872v2	na	na	na	haploid	bacteria	4828652	4828652	56.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-26	4605	4430	117	na
GCA_037008945.2	PRJNA812595	SAMN40254320	na	na	881260	881260	Enterobacter bugandensis	strain=2024CK-00243	na	latest	Complete Genome	Major	Full	2024-03-31	ASM3700894v2	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	GCF_037008945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/008/945/GCA_037008945.2_ASM3700894v2	na	na	na	haploid	bacteria	4801471	4801471	56.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-25	4579	4405	117	na
GCA_043966825.1	PRJNA1067818	SAMN39551853	na	na	881260	881260	Enterobacter bugandensis	strain=ECC-209	na	latest	Complete Genome	Major	Full	2024-10-28	ASM4396682v1	National Institute of Infectious Diseases and Vaccinology, National Health Research Institutes	GCF_043966825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/966/825/GCA_043966825.1_ASM4396682v1	na	na	na	haploid	bacteria	4819014	4819014	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-29	4581	4406	120	na
GCA_043967505.1	PRJNA1067818	SAMN39551851	na	na	881260	881260	Enterobacter bugandensis	strain=ECC-190	na	latest	Complete Genome	Major	Full	2024-10-28	ASM4396750v1	National Institute of Infectious Diseases and Vaccinology, National Health Research Institutes	GCF_043967505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/967/505/GCA_043967505.1_ASM4396750v1	na	na	na	haploid	bacteria	4757349	4757349	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-29	4564	4404	117	na
GCA_043970685.1	PRJNA1067818	SAMN39551837	na	na	881260	881260	Enterobacter bugandensis	strain=ECC-105	na	latest	Complete Genome	Major	Full	2024-10-28	ASM4397068v1	National Institute of Infectious Diseases and Vaccinology, National Health Research Institutes	GCF_043970685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/970/685/GCA_043970685.1_ASM4397068v1	na	na	na	haploid	bacteria	4695112	4695112	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-29	4491	4332	115	na
GCA_043971365.1	PRJNA1067818	SAMN39551833	na	na	881260	881260	Enterobacter bugandensis	strain=ECC-097	na	latest	Complete Genome	Major	Full	2024-10-28	ASM4397136v1	National Institute of Infectious Diseases and Vaccinology, National Health Research Institutes	GCF_043971365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/971/365/GCA_043971365.1_ASM4397136v1	na	na	na	haploid	bacteria	4885375	4885375	56.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-29	4683	4500	116	na
GCA_043972025.1	PRJNA1067818	SAMN39551831	na	na	881260	881260	Enterobacter bugandensis	strain=ECC-090	na	latest	Complete Genome	Major	Full	2024-10-28	ASM4397202v1	National Institute of Infectious Diseases and Vaccinology, National Health Research Institutes	GCF_043972025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/972/025/GCA_043972025.1_ASM4397202v1	na	na	na	haploid	bacteria	4712876	4712876	56.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-29	4489	4326	117	na
GCA_900324475.1	PRJEB11452	SAMEA104711314	na	reference genome	881260	881260	Enterobacter bugandensis	na	EB-247	latest	Complete Genome	Major	Full	2018-04-04	EB-247	JUSTUS LIEBIG UNIVERSITY	GCF_900324475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/324/475/GCA_900324475.1_EB-247	na	assembly from type material	na	haploid	bacteria	4717613	4717613	56.000000	1	1	1	na	na		0	0	0	na
