#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_050235965.1	PRJNA1255133	SAMN48134665	na	na	1639133	1639133	Citrobacter portucalensis	strain=ST252	na	latest	Complete Genome	Major	Full	2025-05-07	ZJH_Cpor_1.0	Department of Clinical Laboratory, Affiliated Jinhua Hospital	GCF_050235965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/235/965/GCA_050235965.1_ZJH_Cpor_1.0	na	na	na	haploid	bacteria	5437378	5437378	51.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-05-01	5360	5106	120	na
GCA_015134935.1	PRJDB9036	SAMD00195867	na	na	1639133	1639133	Citrobacter portucalensis	strain=STW0522-26	na	latest	Complete Genome	Major	Full	2020-10-08	ASM1513493v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_015134935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/134/935/GCA_015134935.1_ASM1513493v1	na	na	na	haploid	bacteria	5284538	5284538	51.500000	5	5	5	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2020-10-08	5137	5032	105	na
GCA_029719185.1	PRJNA605147	SAMN15488627	na	na	1639133	1639133	Citrobacter portucalensis	strain=RHB40-E3-C05	na	latest	Complete Genome	Major	Full	2023-04-13	ASM2971918v1	The REHAB Consortium	GCF_029719185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/719/185/GCA_029719185.1_ASM2971918v1	na	na	na	haploid	bacteria	5284469	5284469	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-15	5208	4997	123	na
GCA_015137095.1	PRJDB9036	SAMD00195946	na	na	1639133	1639133	Citrobacter portucalensis	strain=STN0717-27	na	latest	Complete Genome	Major	Full	2020-10-08	ASM1513709v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_015137095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/137/095/GCA_015137095.1_ASM1513709v1	na	na	na	haploid	bacteria	5302483	5302483	51.500000	8	8	8	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2020-10-08	5162	5052	110	na
GCA_040436445.1	PRJNA1120246	SAMN41685777	na	na	1639133	1639133	Citrobacter portucalensis	strain=10034292-2	na	latest	Complete Genome	Major	Full	2024-07-01	ASM4043644v1	State Key Laboratory of Microbial Technology, Microbial Technology Institute, shandong university	GCF_040436445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/436/445/GCA_040436445.1_ASM4043644v1	na	na	na	haploid	bacteria	4959544	4959544	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-06-24	4771	4570	117	na
GCA_036289065.1	PRJNA1029724	SAMN37878022	na	na	1639133	1639133	Citrobacter portucalensis	strain=F621	na	latest	Complete Genome	Major	Full	2023-10-31	ASM3628906v1	Zhejiang Provincial People's Hospital (Affiliated People's Hospital, Hangzhou Medical College)	GCF_036289065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/289/065/GCA_036289065.1_ASM3628906v1	na	na	na	haploid	bacteria	5054857	5054857	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-10-24	4850	4622	115	na
GCA_041319945.1	PRJNA850883	SAMN29495175	na	na	1639133	1639133	Citrobacter portucalensis	strain=OT69	na	latest	Complete Genome	Major	Full	2024-08-16	ASM4131994v1	Food Engineering and Biotechnology, Guangdong Technion Israel Institution of Technology	GCF_041319945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/319/945/GCA_041319945.1_ASM4131994v1	na	na	na	haploid	bacteria	5688681	5688681	51.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-07-08	5638	5386	116	39089095
GCA_029719225.1	PRJNA605147	SAMN15488622	na	na	1639133	1639133	Citrobacter portucalensis	strain=RHB38-SO-C05	na	latest	Complete Genome	Major	Full	2023-04-13	ASM2971922v1	The REHAB Consortium	GCF_029719225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/719/225/GCA_029719225.1_ASM2971922v1	na	na	na	haploid	bacteria	5265547	5265547	51.500000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-15	5062	4872	118	na
GCA_015135215.1	PRJDB9036	SAMD00195870	na	na	1639133	1639133	Citrobacter portucalensis	strain=STW0522-30	na	latest	Complete Genome	Major	Full	2020-10-08	ASM1513521v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_015135215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/135/215/GCA_015135215.1_ASM1513521v1	na	na	na	haploid	bacteria	5402558	5402558	51.500000	10	10	10	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2020-10-08	5229	5122	107	na
GCA_049354925.1	PRJNA1242050	SAMN47578549	na	na	1639133	1639133	Citrobacter portucalensis	strain=KJLC2	na	latest	Complete Genome	Major	Full	2025-04-08	ASM4935492v1	Institute of Environment, Resource, Soil and Fertilizers, Zhejiang Academy of Agricultural Sciences	GCF_049354925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/354/925/GCA_049354925.1_ASM4935492v1	na	na	na	haploid	bacteria	5088251	5088251	52.000000	2	2	2	na	na		0	0	0	na
GCA_041319865.1	PRJNA850883	SAMN29495185	na	na	1639133	1639133	Citrobacter portucalensis	strain=OT151	na	latest	Complete Genome	Major	Full	2024-08-16	ASM4131986v1	Food Engineering and Biotechnology, Guangdong Technion Israel Institution of Technology	GCF_041319865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/319/865/GCA_041319865.1_ASM4131986v1	na	na	na	haploid	bacteria	5718566	5718566	51.500000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-07-08	5573	5303	115	39089095
GCA_004801555.1	PRJNA529503	SAMN11268905	na	na	1639133	1639133	Citrobacter portucalensis	strain=Effluent_1	na	latest	Complete Genome	Major	Full	2019-04-21	ASM480155v1	REHAB	GCF_004801555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/801/555/GCA_004801555.1_ASM480155v1	na	na	na	haploid	bacteria	5213846	5213846	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-04-12	5173	4847	117	na
GCA_023374935.1	PRJNA792258	SAMN24404971	na	reference genome	1639133	1639133	Citrobacter portucalensis	strain=Cf7303	na	latest	Complete Genome	Major	Full	2022-05-16	ASM2337493v1	Beijing Tsinghua Changgung Hospital	GCF_023374935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/374/935/GCA_023374935.1_ASM2337493v1	na	na	na	haploid	bacteria	5358657	5358657	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-18	5181	4980	116	35510156
GCA_016406035.3	PRJNA684029	SAMN17050479	na	na	1639133	1639133	Citrobacter portucalensis	strain=Sb-2	na	latest	Complete Genome	Major	Full	2022-07-13	ASM1640603v3	Fujian Agriculture and Forestry University	GCF_016406035.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/406/035/GCA_016406035.3_ASM1640603v3	na	na	na	haploid	bacteria	4884214	4884214	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-07-12	4642	4467	118	na
GCA_041319845.1	PRJNA850883	SAMN29495194	na	na	1639133	1639133	Citrobacter portucalensis	strain=OT205	na	latest	Complete Genome	Major	Full	2024-08-16	ASM4131984v1	Food Engineering and Biotechnology, Guangdong Technion Israel Institution of Technology	GCF_041319845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/319/845/GCA_041319845.1_ASM4131984v1	na	na	na	haploid	bacteria	5508277	5508277	51.500000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-07-08	5339	5109	120	39089095
GCA_041319855.1	PRJNA850883	SAMN29495187	na	na	1639133	1639133	Citrobacter portucalensis	strain=OT163	na	latest	Complete Genome	Major	Full	2024-08-16	ASM4131985v1	Food Engineering and Biotechnology, Guangdong Technion Israel Institution of Technology	GCF_041319855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/319/855/GCA_041319855.1_ASM4131985v1	na	na	na	haploid	bacteria	5609862	5609862	51.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-07-08	5535	5285	123	39089095
GCA_001281005.1	PRJNA293024	SAMN03996567	na	na	1639133	1639133	Citrobacter portucalensis	strain=P10159	na	latest	Complete Genome	Major	Full	2015-09-11	ASM128100v1	Beijing Institute of Microbiology and Epidemiology	GCF_001281005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/005/GCA_001281005.1_ASM128100v1	na	na	na	haploid	bacteria	5080321	5080321	51.500000	1	1	1	Beijing Institute of Microbiology and Epidemiology	Annotation submitted by Beijing Institute of Microbiology and Epidemiology	2018-10-26	4861	4768	93	na
GCA_029719205.1	PRJNA605147	SAMN15488626	na	na	1639133	1639133	Citrobacter portucalensis	strain=RHB40-E3-C01	na	latest	Complete Genome	Major	Full	2023-04-13	ASM2971920v1	The REHAB Consortium	GCF_029719205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/719/205/GCA_029719205.1_ASM2971920v1	na	na	na	haploid	bacteria	5284470	5284470	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-15	5209	4998	123	na
GCA_015138175.1	PRJDB9036	SAMD00195990	na	na	1639133	1639133	Citrobacter portucalensis	strain=STN0717-72	na	latest	Complete Genome	Major	Full	2020-10-08	ASM1513817v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_015138175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/138/175/GCA_015138175.1_ASM1513817v1	na	na	na	haploid	bacteria	5405390	5405390	51.500000	6	6	6	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2020-10-08	5249	5142	107	na
GCA_040585435.1	PRJNA800017	SAMN26198498	na	na	1639133	1639133	Citrobacter portucalensis	strain=19MO02SH05	na	latest	Complete Genome	Major	Full	2024-07-10	ASM4058543v1	CVM/OR, National Antimicrobial Resistance Monitoring System	GCF_040585435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/585/435/GCA_040585435.1_ASM4058543v1	na	na	na	haploid	bacteria	5048679	5048679	52.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-03-23	4876	4650	120	na
GCA_008086465.1	PRJNA418405	SAMN08027248	na	na	1639133	1639133	Citrobacter portucalensis	strain=WCHCP085039	na	latest	Complete Genome	Major	Full	2019-08-26	ASM808646v1	West China Hospital, Sichuan University	GCF_008086465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/086/465/GCA_008086465.1_ASM808646v1	na	na	na	haploid	bacteria	4916516	4916516	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-08-20	4735	4504	115	na
GCA_015135075.1	PRJDB9036	SAMD00195868	na	na	1639133	1639133	Citrobacter portucalensis	strain=STW0522-27	na	latest	Complete Genome	Major	Full	2020-10-08	ASM1513507v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_015135075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/135/075/GCA_015135075.1_ASM1513507v1	na	na	na	haploid	bacteria	5424327	5424327	52.000000	5	5	5	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2020-10-08	5282	5180	102	na
GCA_015137255.1	PRJDB9036	SAMD00195955	na	na	1639133	1639133	Citrobacter portucalensis	strain=STN0717-36	na	latest	Complete Genome	Major	Full	2020-10-08	ASM1513725v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_015137255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/137/255/GCA_015137255.1_ASM1513725v1	na	na	na	haploid	bacteria	5372530	5372530	52.000000	4	4	4	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	2020-10-08	5196	5089	107	na
GCA_018279205.1	PRJNA602799	SAMN13907872	na	na	1639133	1639133	Citrobacter portucalensis	strain=PNUCL1	na	latest	Complete Genome	Major	Full	2021-05-05	ASM1827920v1	Department of Civil and Environmental Engineering,Pusan National University	GCF_018279205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/279/205/GCA_018279205.1_ASM1827920v1	na	na	na	haploid	bacteria	4825730	4825730	52.000000	1	1	1	na	na		0	0	0	na
GCA_040591245.1	PRJNA800017	SAMN26198497	na	na	1639133	1639133	Citrobacter portucalensis	strain=19MO02SH04	na	latest	Complete Genome	Major	Full	2024-07-10	ASM4059124v1	CVM/OR, National Antimicrobial Resistance Monitoring System	GCF_040591245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/591/245/GCA_040591245.1_ASM4059124v1	na	na	na	haploid	bacteria	5205676	5205676	52.000000	7	7	7	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-03-23	5146	4923	117	na
GCA_021228875.1	PRJNA787413	SAMN23799674	na	na	1639133	1639133	Citrobacter portucalensis	strain=K218	na	latest	Complete Genome	Major	Full	2021-12-19	ASM2122887v1	Municipal Hospital Affiliated to Taizhou University	GCF_021228875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/228/875/GCA_021228875.1_ASM2122887v1	na	na	na	haploid	bacteria	5082363	5082363	52.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-12-13	4937	4674	116	na
GCA_008693605.1	PRJNA231221	SAMN11056332	na	na	1639133	1639133	Citrobacter portucalensis	strain=FDAARGOS_617	na	latest	Complete Genome	Major	Full	2019-09-25	ASM869360v1	US Food and Drug Administration	GCF_008693605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/605/GCA_008693605.1_ASM869360v1	na	na	na	haploid	bacteria	4929340	4929340	52.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-09-18	4713	4508	116	na
GCA_022354565.1	PRJNA603241	SAMN13925603	na	na	1639133	1639133	Citrobacter portucalensis	strain=SWHIN_111	na	latest	Complete Genome	Major	Full	2022-02-22	ASM2235456v1	The University of Hong Kong	GCF_022354565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/354/565/GCA_022354565.1_ASM2235456v1	na	na	na	haploid	bacteria	5260847	5260847	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-16	5086	4809	118	35078531
GCA_033232945.1	PRJNA1031321	SAMN37933146	na	na	1639133	1639133	Citrobacter portucalensis	strain=F321	na	latest	Complete Genome	Major	Full	2023-11-02	ASM3323294v1	Zhejiang Provincial People's Hospital (Affiliated People's Hospital, Hangzhou Medical College)	GCF_033232945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/232/945/GCA_033232945.1_ASM3323294v1	na	na	na	haploid	bacteria	5393477	5393477	51.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-10-25	5370	5147	120	na
GCA_900636015.1	PRJEB6403	SAMEA3368333	na	na	1639133	1639133	Citrobacter portucalensis	strain=NCTC11104	na	latest	Complete Genome	Major	Full	2018-12-20	38490_A01	SC	GCF_900636015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/015/GCA_900636015.1_38490_A01	na	na	na	haploid	bacteria	4694654	4694654	52.000000	1	1	1	SC	Annotation submitted by SC	2020-08-06	4524	4414	110	na
GCA_046605585.1	PRJNA1202046	SAMN45949205	na	na	1639133	1639133	Citrobacter portucalensis	strain=PY0607	na	latest	Complete Genome	Major	Full	2025-01-13	ASM4660558v1	Department of Clinical Laboratory, The Fifth Affiliated Hospital of Guangzhou Medical University	GCF_046605585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/605/585/GCA_046605585.1_ASM4660558v1	na	na	na	haploid	bacteria	5353358	5353358	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-01-07	5214	4997	117	na
GCA_033235525.1	PRJNA1031359	SAMN37934526	na	na	1639133	1639133	Citrobacter portucalensis	strain=F2221	na	latest	Complete Genome	Major	Full	2023-11-02	ASM3323552v1	Zhejiang Provincial People's Hospital (Affiliated People's Hospital, Hangzhou Medical College)	GCF_033235525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/235/525/GCA_033235525.1_ASM3323552v1	na	na	na	haploid	bacteria	5183804	5183804	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-10-25	4961	4763	121	na
GCA_030169875.1	PRJNA876631	SAMN30685708	na	na	1639133	1639133	Citrobacter portucalensis	strain=AHM21C2861I	na	latest	Complete Genome	Major	Full	2023-06-05	ASM3016987v1	South China Agricultural University	GCF_030169875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/169/875/GCA_030169875.1_ASM3016987v1	na	na	na	haploid	bacteria	5332922	5332922	51.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-09-22	5148	4926	117	36630875
GCA_031851535.1	PRJNA1013080	SAMN37298521	na	na	1639133	1639133	Citrobacter portucalensis	strain=64A:C	na	latest	Complete Genome	Major	Full	2023-09-24	ASM3185153v1	CHU Montpellier	GCF_031851535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/851/535/GCA_031851535.1_ASM3185153v1	na	na	na	haploid	bacteria	5269273	5269273	52.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-09-11	5125	4902	123	na
GCA_010319905.2	PRJDB9230	SAMD00201481	na	na	1639133	1639133	Citrobacter portucalensis	strain=IOMTU157	na	latest	Complete Genome	Major	Full	2020-04-21	ASM1031990v2	Department of Microbiology, Juntendo University Graduate School of Medicine	GCF_010319905.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/319/905/GCA_010319905.2_ASM1031990v2	na	na	na	haploid	bacteria	5161296	5161296	52.000000	2	2	2	Department of Microbiology, Juntendo University Graduate School of Medicine	Annotation submitted by Department of Microbiology, Juntendo University Graduate School of Medicine	2020-04-21	5002	4892	110	na
GCA_041319895.1	PRJNA850883	SAMN29495174	na	na	1639133	1639133	Citrobacter portucalensis	strain=OT58	na	latest	Complete Genome	Major	Full	2024-08-16	ASM4131989v1	Food Engineering and Biotechnology, Guangdong Technion Israel Institution of Technology	GCF_041319895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/319/895/GCA_041319895.1_ASM4131989v1	na	na	na	haploid	bacteria	4944445	4944445	52.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-07-08	4717	4482	115	39089095
