#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_022870065.1	PRJNA605254	SAMN14078807	na	na	624	624	Shigella sonnei	strain=PartP-Ssonnei-RM8376	na	latest	Complete Genome	Major	Full	2022-04-11	ASM2287006v1	National Institute of Advanced Industrial Science and Technology, Biomedical Research Institute	GCF_022870065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/870/065/GCA_022870065.1_ASM2287006v1	na	na	na	haploid	bacteria	4917056	4917056	51.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-11-09	4916	4143	132	na
GCA_002224465.1	PRJNA218110	SAMN06843646	na	na	624	624	Shigella sonnei	strain=2015C-3807	na	latest	Complete Genome	Major	Full	2017-07-24	ASM222446v1	CDC	GCF_002224465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/224/465/GCA_002224465.1_ASM222446v1	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	4929151	4929151	51.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-07-19	5476	4273	131	na
GCA_025908455.1	PRJNA890640	SAMN31285702	na	na	624	624	Shigella sonnei	strain=CIP_106347	na	latest	Complete Genome	Major	Full	2022-10-30	ASM2590845v1	University of Liverpool	GCF_025908455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/908/455/GCA_025908455.1_ASM2590845v1	na	na	na	haploid	bacteria	5052585	5052585	51.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-10-24	5139	4316	130	na
GCA_007106385.1	PRJNA553268	SAMN12233355	na	na	624	624	Shigella sonnei	strain=KCCM 41282	na	latest	Complete Genome	Major	Full	2019-07-18	ASM710638v1	kyungpook national university	GCF_007106385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/106/385/GCA_007106385.1_ASM710638v1	na	na	na	haploid	bacteria	4926411	4926411	51.000000	1	1	1	na	na		0	0	0	na
GCA_013146745.1	PRJNA578858	SAMN14133042	na	na	624	624	Shigella sonnei	strain=0401952027	na	latest	Complete Genome	Major	Full	2020-05-22	ASM1314674v1	University of Bern	GCF_013146745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/146/745/GCA_013146745.1_ASM1314674v1	na	na	na	haploid	bacteria	4909546	4909546	51.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-02-24	4966	4141	129	na
GCA_013146725.1	PRJNA578858	SAMN14133047	na	na	624	624	Shigella sonnei	strain=3123885	na	latest	Complete Genome	Major	Full	2020-05-22	ASM1314672v1	University of Bern	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/146/725/GCA_013146725.1_ASM1314672v1	annotation fails completeness check; many frameshifted proteins; missing tRNA genes	na	na	haploid	bacteria	4636384	4636384	51.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-02-24	4704	3916	113	na
GCA_036080955.2	PRJNA812595	SAMN39595405	na	na	624	624	Shigella sonnei	strain=2024CK-00068	na	latest	Complete Genome	Major	Full	2024-03-31	ASM3608095v2	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	GCF_036080955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/080/955/GCA_036080955.2_ASM3608095v2	na	na	na	haploid	bacteria	4899967	4899967	51.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-25	4777	4418	123	na
GCA_000283715.1	PRJEA78129	SAMEA2272161	na	na	216599	624	Shigella sonnei 53G	strain=53G	na	latest	Complete Genome	Major	Full	2012-01-31	ASM28371v1	Wellcome Trust Sanger Insititute	GCF_000283715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/715/GCA_000283715.1_ASM28371v1	na	na	na	haploid	bacteria	5220473	5220473	50.500000	5	5	5	na	na		0	0	0	22863732
GCA_024582895.1	PRJNA315192	SAMN23134804	na	na	624	624	Shigella sonnei	strain=1527854	na	latest	Complete Genome	Major	Full	2022-08-07	ASM2458289v1	Health Protection Agency	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/582/895/GCA_024582895.1_ASM2458289v1	from large multi-isolate project	na	na	haploid	bacteria	5219548	5219548	51.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-08-01	5345	4343	126	na
GCA_013838625.2	PRJNA315192	SAMN13172467	na	na	624	624	Shigella sonnei	strain=830292	na	latest	Complete Genome	Major	Full	2025-03-06	830292	Public Health, Public Health England	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/838/625/GCA_013838625.2_830292	from large multi-isolate project	na	na	haploid	bacteria	5150027	5150027	51.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-01-31	5278	4476	128	na
GCA_014725795.1	PRJNA599490	SAMN16084720	na	na	624	624	Shigella sonnei	strain=6207	na	latest	Complete Genome	Major	Full	2020-09-24	ASM1472579v1	Queensland Health Forensic and Scientific Services	GCF_014725795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/725/795/GCA_014725795.1_ASM1472579v1	na	na	na	haploid	bacteria	5015190	5015190	51.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-09-14	5045	4260	125	na
GCA_009931515.2	PRJNA578858	SAMN13075194	na	na	624	624	Shigella sonnei	strain=6607.69	na	latest	Complete Genome	Major	Full	2020-06-03	ASM993151v2	University of Bern	GCF_009931515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/931/515/GCA_009931515.2_ASM993151v2	na	na	na	haploid	bacteria	4948444	4948444	51.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-02	4982	4112	130	na
GCA_026016185.1	PRJNA846333	SAMN28885477	na	na	624	624	Shigella sonnei	strain=S17BD05200	na	latest	Complete Genome	Major	Full	2022-11-07	ASM2601618v1	Sciensano	GCF_026016185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/016/185/GCA_026016185.1_ASM2601618v1	RefSeq annotation failed	na	na	haploid	bacteria	4861294	4861294	51.000000	6	6	6	na	na		0	0	0	na
GCA_038298665.1	PRJNA1098244	SAMN40904935	na	na	624	624	Shigella sonnei	strain=CS14	na	latest	Complete Genome	Major	Full	2024-04-16	ASM3829866v1	Biosciences, Nottingham Trent University	GCF_038298665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/298/665/GCA_038298665.1_ASM3829866v1	na	na	na	haploid	bacteria	5187468	5187468	51.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-04-10	5315	4447	132	na
GCA_013147205.1	PRJNA578858	SAMN14133043	na	na	624	624	Shigella sonnei	strain=L4094	na	latest	Complete Genome	Major	Full	2020-05-22	ASM1314720v1	University of Bern	GCF_013147205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/147/205/GCA_013147205.1_ASM1314720v1	na	na	na	haploid	bacteria	4969386	4969386	51.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-04-29	5004	4127	132	na
GCA_013146845.1	PRJNA578858	SAMN14133038	na	na	624	624	Shigella sonnei	strain=19.0821.3486	na	latest	Complete Genome	Major	Full	2020-05-22	ASM1314684v1	University of Bern	GCF_013146845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/146/845/GCA_013146845.1_ASM1314684v1	na	na	na	haploid	bacteria	4934123	4934123	51.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-02-25	5005	4196	128	na
GCA_013147185.1	PRJNA578858	SAMN14133044	na	na	624	624	Shigella sonnei	strain=1205.3131	na	latest	Complete Genome	Major	Full	2020-05-22	ASM1314718v1	University of Bern	GCF_013147185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/147/185/GCA_013147185.1_ASM1314718v1	na	na	na	haploid	bacteria	4967371	4967371	51.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-02-24	5031	4201	133	na
GCA_001518855.1	PRJNA272666	SAMN03284775	na	na	624	624	Shigella sonnei	strain=FORC_011	na	latest	Complete Genome	Major	Full	2016-01-20	ASM151885v1	Food-borne Pathogen Omics Research Center, FORC	GCF_001518855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/518/855/GCA_001518855.1_ASM151885v1	na	na	na	haploid	bacteria	5132711	5132711	51.000000	4	4	4	Food-borne Pathogen Omics Research Center, FORC	Annotation submitted by Food-borne Pathogen Omics Research Center, FORC	2016-01-20	5248	5130	118	na
GCA_038367185.1	PRJNA1071830	SAMN40122664	na	na	624	624	Shigella sonnei	strain=R16.0937	na	latest	Complete Genome	Major	Full	2024-04-17	ASM3836718v1	Center for Diagnostics and Vaccine Development, Centers for Disease Control, Taiwan	GCF_038367185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/367/185/GCA_038367185.1_ASM3836718v1	na	na	na	haploid	bacteria	4952590	4952590	51.000000	8	8	8	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-04-10	5032	4268	129	na
GCA_034554795.1	PRJNA914230	SAMN32329321	na	na	624	624	Shigella sonnei	strain=ST152	na	latest	Complete Genome	Major	Full	2023-12-23	ASM3455479v1	Policlinico Sant'Orsola-Malpighi	GCF_034554795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/554/795/GCA_034554795.1_ASM3455479v1	na	na	na	haploid	bacteria	5237753	5237753	51.000000	16	16	16	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-12-15	5367	4510	123	na
GCA_013943745.2	PRJNA315192	SAMN10079644	na	na	624	624	Shigella sonnei	strain=598955	na	latest	Complete Genome	Major	Full	2025-03-06	598955	Public Health, Public Health England	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/943/745/GCA_013943745.2_598955	from large multi-isolate project	na	na	haploid	bacteria	5039937	5039937	51.000000	7	7	7	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-02-03	5151	4295	131	na
GCA_013146765.1	PRJNA578858	SAMN14133045	na	na	624	624	Shigella sonnei	strain=09163633	na	latest	Complete Genome	Major	Full	2020-05-22	ASM1314676v1	University of Bern	GCF_013146765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/146/765/GCA_013146765.1_ASM1314676v1	na	na	na	haploid	bacteria	4942870	4942870	51.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-02-24	5009	4165	134	na
GCA_046271975.1	PRJNA1101017	SAMN41165627	na	na	624	624	Shigella sonnei	strain=GTVSS-016	na	latest	Complete Genome	Major	Full	2024-12-25	ASM4627197v1	CFSAN, US FDA	GCF_046271975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/271/975/GCA_046271975.1_ASM4627197v1	na	na	na	haploid	bacteria	4843653	4843653	51.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-12-18	4912	4154	130	na
GCA_003855115.1	PRJNA231221	SAMN10163218	na	na	624	624	Shigella sonnei	strain=FDAARGOS_524	na	latest	Complete Genome	Major	Full	2018-12-02	ASM385511v1	US Food and Drug Administration	GCF_003855115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/855/115/GCA_003855115.1_ASM385511v1	na	na	na	haploid	bacteria	4953095	4953095	51.000000	5	5	5	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-11-14	5094	4255	132	na
GCA_013938545.2	PRJNA315192	SAMN10269718	na	na	624	624	Shigella sonnei	strain=623218	na	latest	Complete Genome	Major	Full	2025-03-06	623218	Public Health, Public Health England	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/938/545/GCA_013938545.2_623218	from large multi-isolate project	na	na	haploid	bacteria	5112917	5112917	51.000000	9	9	9	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-01-31	5244	4375	129	na
GCA_002950395.1	PRJNA218110	SAMN08330284	na	reference genome	624	624	Shigella sonnei	strain=ATCC 29930	na	latest	Complete Genome	Major	Full	2018-02-23	ASM295039v1	CDC	GCF_002950395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/950/395/GCA_002950395.1_ASM295039v1	na	assembly from type material	na	haploid	bacteria	4994001	4994001	51.000000	2	2	2	na	na		0	0	0	29650580
GCA_009664515.1	PRJNA556438	SAMN13191651	na	na	624	624	Shigella sonnei	strain=AUSMDU00010534	na	latest	Complete Genome	Major	Full	2019-11-17	ASM966451v1	Microbiological Diagnostic Unit	GCF_009664515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/664/515/GCA_009664515.1_ASM966451v1	na	na	na	haploid	bacteria	5107412	5107412	51.000000	9	9	9	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-11-08	5140	4349	134	na
GCA_019589585.2	PRJNA315192	SAMN20748604	na	na	624	624	Shigella sonnei	strain=391324	na	latest	Complete Genome	Major	Full	2025-03-05	391324	Public Health, Public Health England	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/589/585/GCA_019589585.2_391324	from large multi-isolate project	na	na	haploid	bacteria	5259452	5259452	51.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-01-31	5399	4565	129	na
GCA_038367155.1	PRJNA1071830	SAMN40122666	na	na	624	624	Shigella sonnei	strain=R17.0261	na	latest	Complete Genome	Major	Full	2024-04-17	ASM3836715v1	Center for Diagnostics and Vaccine Development, Centers for Disease Control, Taiwan	GCF_038367155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/367/155/GCA_038367155.1_ASM3836715v1	na	na	na	haploid	bacteria	5003903	5003903	51.000000	8	8	8	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-04-10	5107	4348	130	na
GCA_021051425.2	PRJNA315192	SAMN23605158	na	na	624	624	Shigella sonnei	strain=1538717	na	latest	Complete Genome	Major	Full	2022-09-22	ASM2105142v2	Health Protection Agency	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/051/425/GCA_021051425.2_ASM2105142v2	from large multi-isolate project	na	na	haploid	bacteria	5201860	5201860	51.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-09-14	5329	4364	128	na
GCA_002142635.1	PRJNA218110	SAMN06843643	na	na	624	624	Shigella sonnei	strain=2015AM-1099	na	latest	Complete Genome	Major	Full	2017-05-16	ASM214263v1	CDC	GCF_002142635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/635/GCA_002142635.1_ASM214263v1	na	na	na	haploid	bacteria	4935567	4935567	51.000000	1	1	1	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-05-08	5435	4431	127	na
GCA_020874455.2	PRJNA315192	SAMN23134809	na	na	624	624	Shigella sonnei	strain=1527837	na	latest	Complete Genome	Major	Full	2022-09-22	ASM2087445v2	Health Protection Agency	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/874/455/GCA_020874455.2_ASM2087445v2	from large multi-isolate project	na	na	haploid	bacteria	5116727	5116727	51.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-09-14	5233	4302	128	na
GCA_020787955.2	PRJNA315192	SAMN22962676	na	na	624	624	Shigella sonnei	strain=1519755	na	latest	Complete Genome	Major	Full	2022-09-22	ASM2078795v2	Health Protection Agency	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/787/955/GCA_020787955.2_ASM2078795v2	from large multi-isolate project	na	na	haploid	bacteria	5203025	5203025	51.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-09-14	5325	4371	128	na
GCA_037043765.3	PRJNA1071830	SAMN40123227	na	na	624	624	Shigella sonnei	strain=R16.0823	na	latest	Complete Genome	Major	Full	2024-05-06	ASM3704376v1	Center for Diagnostics and Vaccine Development, Centers for Disease Control, Taiwan	GCF_037043765.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/765/GCA_037043765.3_ASM3704376v1	na	na	na	haploid	bacteria	4952574	4952574	51.000000	8	8	8	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-29	5029	4264	129	na
GCA_002735385.2	PRJNA414945	SAMN07811411	na	na	624	624	Shigella sonnei	strain=FC1653	na	latest	Complete Genome	Major	Full	2019-03-26	ASM273538v2	Christian Medical College	GCF_002735385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/735/385/GCA_002735385.2_ASM273538v2	many frameshifted proteins	na	na	haploid	bacteria	4824337	4824337	51.000000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-02-15	4932	3949	126	na
GCA_013931855.2	PRJNA315192	SAMN10474763	na	na	624	624	Shigella sonnei	strain=642321	na	latest	Complete Genome	Major	Full	2025-03-06	642321	Public Health, Public Health England	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/931/855/GCA_013931855.2_642321	from large multi-isolate project	na	na	haploid	bacteria	5100173	5100173	51.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-01-31	5228	4380	130	na
GCA_009729995.1	PRJNA231221	SAMN11056430	na	na	624	624	Shigella sonnei	strain=FDAARGOS_715	na	latest	Complete Genome	Major	Full	2019-12-05	ASM972999v1	US Food and Drug Administration	GCF_009729995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/729/995/GCA_009729995.1_ASM972999v1	na	na	na	haploid	bacteria	5109793	5109793	50.500000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-11-22	5103	4264	127	na
GCA_003265245.1	PRJNA396190	SAMN07423557	na	na	624	624	Shigella sonnei	strain=866	na	latest	Complete Genome	Major	Full	2018-06-26	ASM326524v1	University of Texas at San Antonio	GCF_003265245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/265/245/GCA_003265245.1_ASM326524v1	na	na	na	haploid	bacteria	4962707	4962707	51.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-08-03	5453	4482	128	na
GCA_013937515.2	PRJNA315192	SAMN10330865	na	na	624	624	Shigella sonnei	strain=627346	na	latest	Complete Genome	Major	Full	2025-03-06	627346	Public Health, Public Health England	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/937/515/GCA_013937515.2_627346	from large multi-isolate project	na	na	haploid	bacteria	5122274	5122274	51.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-01-31	5251	4378	133	na
