#  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
GCA_018884105.1	PRJNA399551	SAMN14112906	na	na	28141	28141	Cronobacter sakazakii	strain=C79	na	latest	Complete Genome	Major	Full	2021-06-15	ASM1888410v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCF_018884105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/884/105/GCA_018884105.1_ASM1888410v1	na	na	na	haploid	bacteria	4501378	4501378	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-02-24	4259	4074	112	na
GCA_031213335.1	PRJNA953655	SAMN34121859	na	na	28141	28141	Cronobacter sakazakii	strain=GZfs	na	latest	Complete Genome	Major	Full	2023-09-06	ASM3121333v1	Institute of Microbiology, Guangdong Academy of Sciences	GCF_031213335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/213/335/GCA_031213335.1_ASM3121333v1	na	na	na	haploid	bacteria	4444303	4444303	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-04-18	4187	4030	116	na
GCA_046272085.1	PRJNA1101017	SAMN41071144	na	na	28141	28141	Cronobacter sakazakii	strain=GTVSS-021	na	latest	Complete Genome	Major	Full	2024-12-25	ASM4627208v1	FDA Center for Food Safety and Applied Nutrition	GCF_046272085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/272/085/GCA_046272085.1_ASM4627208v1	na	na	na	haploid	bacteria	4581772	4581772	56.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-12-18	4333	4146	114	na
GCA_009648895.1	PRJNA541977	SAMN10574727	na	na	28141	28141	Cronobacter sakazakii	strain=CFSAN068773	na	latest	Complete Genome	Major	Full	2019-11-11	ASM964889v1	FDA Center for Food Safety and Applied Nutrition	GCF_009648895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/648/895/GCA_009648895.1_ASM964889v1	na	na	na	haploid	bacteria	4581781	4581781	56.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-11-04	4310	4129	114	na
GCA_000339015.1	PRJNA62201	SAMN02604116	na	na	956149	28141	Cronobacter sakazakii SP291	strain=Sp291	na	latest	Complete Genome	Major	Full	2013-02-11	ASM33901v1	University College Dublin	GCF_000339015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/015/GCA_000339015.1_ASM33901v1	na	na	na	haploid	bacteria	4518784	4518784	57.000000	4	4	4	University College Dublin	Annotation submitted by University College Dublin	2016-07-26	4287	4183	104	23516209
GCA_018884145.1	PRJNA399551	SAMN14112904	na	na	28141	28141	Cronobacter sakazakii	strain=C757	na	latest	Complete Genome	Major	Full	2021-06-15	ASM1888414v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCF_018884145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/884/145/GCA_018884145.1_ASM1888414v1	na	na	na	haploid	bacteria	4591950	4591950	56.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-02-24	4369	4191	117	na
GCA_049942895.1	PRJNA258403	SAMN07205639	na	na	28141	28141	Cronobacter sakazakii	strain=MOD1_KW18	na	latest	Complete Genome	Major	Full	2025-04-27	KW18	FDA/CFSAN	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/895/GCA_049942895.1_KW18	from large multi-isolate project	na	na	haploid	bacteria	4475520	4475520	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-04-21	4228	4075	117	na
GCA_049942865.1	PRJNA258403	SAMN07205647	na	na	28141	28141	Cronobacter sakazakii	strain=MOD1_3-21	na	latest	Complete Genome	Major	Full	2025-04-27	3-21	FDA/CFSAN	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/865/GCA_049942865.1_3-21	from large multi-isolate project	na	na	haploid	bacteria	4475308	4475308	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-04-21	4254	4082	112	na
GCA_003516105.2	PRJNA399551	SAMN07540306	na	na	28141	28141	Cronobacter sakazakii	strain=CS-09	na	latest	Complete Genome	Major	Full	2020-03-12	ASM351610v2	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCF_003516105.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/516/105/GCA_003516105.2_ASM351610v2	na	na	na	haploid	bacteria	4864329	4864329	56.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-02-26	4541	4311	113	na
GCA_001735615.2	PRJNA258403	SAMN04329637	na	na	28141	28141	Cronobacter sakazakii	strain=MOD1-GK1025B	na	latest	Complete Genome	Major	Full	2021-07-12	ASM173561v2	FDA/CFSAN	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/735/615/GCA_001735615.2_ASM173561v2	annotation fails completeness check; many frameshifted proteins	na	na	haploid	bacteria	4631084	4631084	56.500000	4	4	4	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-07-08	4461	3693	113	na
GCA_018884085.1	PRJNA399551	SAMN14112905	na	na	28141	28141	Cronobacter sakazakii	strain=C767	na	latest	Complete Genome	Major	Full	2021-06-15	ASM1888408v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCF_018884085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/884/085/GCA_018884085.1_ASM1888408v1	na	na	na	haploid	bacteria	4585350	4585350	56.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-02-24	4363	4185	117	na
GCA_002071765.2	PRJNA258403	SAMN06124518	na	na	28141	28141	Cronobacter sakazakii	strain=MOD1-H322	na	latest	Complete Genome	Major	Full	2021-07-12	ASM207176v2	FDA/CFSAN	GCF_002071765.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/071/765/GCA_002071765.2_ASM207176v2	na	na	na	haploid	bacteria	4569540	4569540	56.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-07-08	4357	4146	117	na
GCA_025345545.1	PRJNA752220	SAMN20587836	na	na	28141	28141	Cronobacter sakazakii	strain=Crono-684	na	latest	Complete Genome	Major	Full	2022-09-21	ASM2534554v1	China National Centre for Food Safety Risk Assessment	GCF_025345545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/345/545/GCA_025345545.1_ASM2534554v1	na	na	na	haploid	bacteria	4576533	4576533	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-08-06	4345	4153	115	na
GCA_052278595.1	PRJNA1168524	SAMN44049741	na	na	28141	28141	Cronobacter sakazakii	strain=bq	na	latest	Complete Genome	Major	Full	2025-08-26	ASM5227859v1	Guangdong University of Technology	GCF_052278595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/278/595/GCA_052278595.1_ASM5227859v1	na	na	na	haploid	bacteria	4367912	4367912	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-10-08	4143	3936	117	na
GCA_050858945.1	PRJNA1269766	SAMN48800139	na	na	28141	28141	Cronobacter sakazakii	strain=Cs-YZU01	na	latest	Complete Genome	Major	Full	2025-06-09	ASM5085894v1	Yangzhou University	GCF_050858945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/858/945/GCA_050858945.1_ASM5085894v1	na	na	na	haploid	bacteria	4628337	4628337	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-06-03	4414	4241	117	na
GCA_003955925.1	PRJNA450456	SAMN08928172	na	na	28141	28141	Cronobacter sakazakii	strain=GZcsf-1	na	latest	Complete Genome	Major	Full	2018-12-19	ASM395592v1	Guangdong Institute of Microbiology, Guangzhou city, China	GCF_003955925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/955/925/GCA_003955925.1_ASM395592v1	na	na	na	haploid	bacteria	4908057	4908057	56.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-04-20	4791	4532	115	30334728
GCA_049942855.1	PRJNA258403	SAMN07205640	na	na	28141	28141	Cronobacter sakazakii	strain=MOD1_KW13	na	latest	Complete Genome	Major	Full	2025-04-27	KW13	FDA/CFSAN	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/855/GCA_049942855.1_KW13	from large multi-isolate project	na	na	haploid	bacteria	4517369	4517369	57.000000	6	6	6	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-04-21	4319	4137	113	na
GCA_018884125.1	PRJNA399551	SAMN14112903	na	na	28141	28141	Cronobacter sakazakii	strain=C105731	na	latest	Complete Genome	Major	Full	2021-06-15	ASM1888412v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCF_018884125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/884/125/GCA_018884125.1_ASM1888412v1	na	na	na	haploid	bacteria	4432553	4432553	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-02-24	4184	4031	114	na
GCA_049942915.1	PRJNA258403	SAMN07205636	na	na	28141	28141	Cronobacter sakazakii	strain=MOD1_5-20G	na	latest	Complete Genome	Major	Full	2025-04-27	5-20G	FDA/CFSAN	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/915/GCA_049942915.1_5-20G	from large multi-isolate project	na	na	haploid	bacteria	4623409	4623409	56.500000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-04-21	4418	4247	116	na
GCA_041409695.1	PRJNA948061	SAMN33874645	na	na	28141	28141	Cronobacter sakazakii	strain=ES191	na	latest	Complete Genome	Major	Full	2024-08-21	AgR_ES191	AgResearch	GCF_041409695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/409/695/GCA_041409695.1_AgR_ES191	na	na	na	haploid	bacteria	4475217	4475217	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-04-05	4205	3974	117	na
GCA_052373735.1	PRJNA1309621	SAMN50749609	JBQSLR000000000.1	na	28141	28141	Cronobacter sakazakii	strain=H6	na	latest	Complete Genome	Major	Full	2025-08-31	ASM5237373v1	GDUT	GCF_052373735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/373/735/GCA_052373735.1_ASM5237373v1	na	na	na	haploid	bacteria	4405448	4405448	57.000000	2	2	2	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-25	4159	3990	114	na
GCA_023805435.1	PRJNA847696	SAMN28951057	na	na	28141	28141	Cronobacter sakazakii	strain=JXES-28	na	latest	Complete Genome	Major	Full	2022-06-19	ASM2380543v1	Wuhan Polytechnic University	GCF_023805435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/435/GCA_023805435.1_ASM2380543v1	na	na	na	haploid	bacteria	4478755	4478755	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-13	4196	4044	115	na
GCA_003516125.3	PRJNA399551	SAMN07540307	na	reference genome	28141	28141	Cronobacter sakazakii	strain=CS-931	na	latest	Complete Genome	Major	Full	2020-03-18	ASM351612v3	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCF_003516125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/516/125/GCA_003516125.3_ASM351612v3	na	na	na	haploid	bacteria	4437993	4437993	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-03-17	4218	4037	118	na
GCA_022648965.1	PRJNA812593	SAMN26420280	na	na	28141	28141	Cronobacter sakazakii	strain=70402496	na	latest	Complete Genome	Major	Full	2022-03-21	ASM2264896v1	Utah Public Health Laboratory Infectious Disease submission group	GCF_022648965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/648/965/GCA_022648965.1_ASM2264896v1	na	na	na	haploid	bacteria	4500898	4500898	57.000000	3	3	3	NCBI	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-03-15	4264	4103	115	na
